District,Mandal,Date,Rain (mm),Min Humidity (%),Max Humidity (%)
Khammam,Penuballi,23-Feb-23,0,30.9,97.1
Khammam,Penuballi,24-Feb-23,0,30.4,96.7
Khammam,Penuballi,25-Feb-23,0,20.6,97.8
Khammam,Penuballi,26-Feb-23,0,19.1,95.0
Khammam,Penuballi,27-Feb-23,0,25.0,99.9
Khammam,Penuballi,28-Feb-23,0,20.8,91.1
Khammam,Raghunadhapalem,02-Apr-23,0,18.9,100.0
Khammam,Raghunadhapalem,02-Aug-23,0,38.7,100.0
Khammam,Raghunadhapalem,02-Dec-23,0,24.7,100.0
Khammam,Raghunadhapalem,02-Feb-23,0,29.9,100.0
Khammam,Raghunadhapalem,02-Jan-23,0,36.4,100.0
Khammam,Raghunadhapalem,02-Jul-23,0,38.7,100.0
Khammam,Raghunadhapalem,02-Jun-23,0,27.2,100.0
Khammam,Raghunadhapalem,02-Mar-23,0,29.9,94.7
Khammam,Raghunadhapalem,02-May-23,0,25.4,100.0
Khammam,Raghunadhapalem,02-Nov-23,0,21.4,100.0
Khammam,Raghunadhapalem,02-Oct-23,0,36.1,100.0
Khammam,Raghunadhapalem,02-Sep-23,0,35.6,100.0
Khammam,Raghunadhapalem,13-Feb-23,0,16.5,100.0
Khammam,Raghunadhapalem,14-Feb-23,0,15.2,86.8
Khammam,Raghunadhapalem,15-Feb-23,0,9.6,77.3
Khammam,Raghunadhapalem,16-Feb-23,0,10.2,100.0
Khammam,Raghunadhapalem,17-Feb-23,0,21.4,100.0
Khammam,Raghunadhapalem,18-Feb-23,0,27.4,100.0
Khammam,Raghunadhapalem,19-Feb-23,0,42.7,100.0
Khammam,Raghunadhapalem,20-Feb-23,0,44.5,100.0
Khammam,Raghunadhapalem,21-Feb-23,0,28.1,100.0
Khammam,Raghunadhapalem,22-Feb-23,0,24.2,100.0
Khammam,Raghunadhapalem,23-Feb-23,0,31.5,100.0
Khammam,Raghunadhapalem,24-Feb-23,0,34.3,100.0
Khammam,Raghunadhapalem,25-Feb-23,0,20.4,100.0
Khammam,Raghunadhapalem,26-Feb-23,0,16.5,100.0
Khammam,Raghunadhapalem,27-Feb-23,0,25.4,100.0
Khammam,Raghunadhapalem,28-Feb-23,0,22.6,96.6
Khammam,Sathupalle,02-Apr-23,0,30.4,100.0
Khammam,Sathupalle,02-Aug-23,0,42.9,100.0
Khammam,Sathupalle,02-Dec-23,0,21.2,100.0
Khammam,Sathupalle,02-Feb-23,0,30.6,100.0
Khammam,Sathupalle,02-Jan-23,0,34.1,100.0
Khammam,Sathupalle,02-Jul-23,0,30.8,100.0
Khammam,Sathupalle,02-Jun-23,0,34.3,100.0
Khammam,Sathupalle,02-Mar-23,0,30.8,100.0
Khammam,Sathupalle,02-May-23,0,30.7,100.0
Khammam,Sathupalle,02-Nov-23,0,21.9,100.0
Khammam,Sathupalle,02-Oct-23,0,40.7,100.0
Khammam,Sathupalle,02-Sep-23,0,31.8,100.0
Khammam,Sathupalle,13-Feb-23,0,21.9,100.0
Khammam,Sathupalle,14-Feb-23,0,18.8,100.0
Khammam,Sathupalle,15-Feb-23,0,12.3,100.0
Khammam,Sathupalle,16-Feb-23,0,15.9,100.0
Khammam,Sathupalle,17-Feb-23,0,28.8,100.0
Khammam,Sathupalle,18-Feb-23,0,39.2,100.0
Khammam,Sathupalle,19-Feb-23,0,45.6,100.0
Khammam,Sathupalle,20-Feb-23,0,46.8,100.0
Khammam,Sathupalle,21-Feb-23,0,38.0,100.0
Khammam,Sathupalle,22-Feb-23,0,29.6,100.0
Khammam,Sathupalle,23-Feb-23,0,30.1,100.0
Khammam,Sathupalle,24-Feb-23,0,37.3,100.0
Khammam,Sathupalle,25-Feb-23,0,26.0,100.0
Khammam,Sathupalle,26-Feb-23,0,26.1,100.0
Khammam,Sathupalle,27-Feb-23,0,32.4,100.0
Khammam,Sathupalle,28-Feb-23,0,25.9,100.0
Khammam,Singareni,02-Apr-23,0,19.3,82.8
Khammam,Singareni,02-Aug-23,0,35.8,98.7
Khammam,Singareni,02-Dec-23,0,23.1,89.2
Khammam,Singareni,02-Feb-23,0,30.9,90.9
Khammam,Singareni,02-Jan-23,0,37.1,94.4
Khammam,Singareni,02-Jul-23,0,36.8,96.4
Khammam,Singareni,02-Jun-23,0,27.8,95.3
Khammam,Singareni,02-Mar-23,0,28.4,80.3
Khammam,Singareni,02-May-23,0,26.5,93.1
Khammam,Singareni,02-Nov-23,0,18.8,100.0
Khammam,Singareni,02-Oct-23,0,29.0,100.0
Khammam,Singareni,02-Sep-23,0,33.9,100.0
Khammam,Singareni,13-Feb-23,0,20.1,79.9
Khammam,Singareni,14-Feb-23,0,16.8,80.3
Khammam,Singareni,15-Feb-23,0,10.9,80.9
Khammam,Singareni,16-Feb-23,0,12.7,83.4
Khammam,Singareni,17-Feb-23,0,19.5,95.4
Khammam,Singareni,18-Feb-23,0,25.3,97.8
Khammam,Singareni,19-Feb-23,0,40.2,100.0
Khammam,Singareni,20-Feb-23,0,41.8,100.0
Khammam,Singareni,21-Feb-23,0,27.4,98.6
Khammam,Singareni,22-Feb-23,0,21.9,96.6
Khammam,Singareni,23-Feb-23,0,28.7,93.9
Khammam,Singareni,24-Feb-23,0,29.6,93.6
Khammam,Singareni,25-Feb-23,0,18.8,92.6
Khammam,Singareni,26-Feb-23,0,16.0,91.8
Khammam,Singareni,27-Feb-23,0,20.7,84.6
Khammam,Singareni,28-Feb-23,0,18.8,77.5
Khammam,Thallada,02-Apr-23,0,28.9,100.0
Khammam,Thallada,02-Aug-23,0,41.0,100.0
Khammam,Thallada,02-Dec-23,0,30.2,100.0
Khammam,Thallada,02-Feb-23,0,37.1,99.7
Khammam,Thallada,02-Jan-23,0,44.8,100.0
Khammam,Thallada,02-Jul-23,0,44.5,100.0
Khammam,Thallada,02-Jun-23,0,27.3,100.0
Khammam,Thallada,02-Mar-23,0,37.1,97.8
Khammam,Thallada,02-May-23,0,41.0,100.0
Khammam,Thallada,02-Nov-23,0,34.1,100.0
Khammam,Thallada,02-Oct-23,0,32.8,100.0
Khammam,Thallada,02-Sep-23,0,38.8,100.0
Khammam,Thallada,13-Feb-23,0,32.1,95.2
Khammam,Thallada,14-Feb-23,0,22.2,100.0
Khammam,Thallada,15-Feb-23,0,20.2,100.0
Khammam,Thallada,16-Feb-23,0,18.5,100.0
Khammam,Thallada,17-Feb-23,0,34.8,100.0
Khammam,Thallada,18-Feb-23,0,33.5,100.0
Khammam,Thallada,19-Feb-23,0,50.3,100.0
Khammam,Thallada,20-Feb-23,0,45.9,100.0
Khammam,Thallada,21-Feb-23,0,34.1,100.0
Khammam,Thallada,22-Feb-23,0,29.6,100.0
Khammam,Thallada,23-Feb-23,0,33.5,100.0
Khammam,Thallada,24-Feb-23,0,43.2,100.0
Khammam,Thallada,25-Feb-23,0,38.1,100.0
Khammam,Thallada,26-Feb-23,0,35.3,100.0
Khammam,Thallada,27-Feb-23,0,36.1,97.3
Khammam,Thallada,28-Feb-23,0,36.3,100.0
Khammam,Thirumalayapalem,02-Apr-23,0,26.0,100.0
Khammam,Thirumalayapalem,02-Aug-23,0,50.4,100.0
Khammam,Thirumalayapalem,02-Dec-23,0,31.0,100.0
Khammam,Thirumalayapalem,02-Feb-23,0,46.9,100.0
Khammam,Thirumalayapalem,02-Jan-23,0,60.0,100.0
Khammam,Thirumalayapalem,02-Jul-23,0,48.8,100.0
Khammam,Thirumalayapalem,02-Jun-23,0,37.0,100.0
Khammam,Thirumalayapalem,02-Mar-23,0,32.7,100.0
Khammam,Thirumalayapalem,02-May-23,0,45.3,100.0
Khammam,Thirumalayapalem,02-Nov-23,0,34.6,100.0
Khammam,Thirumalayapalem,02-Oct-23,0,36.5,100.0
Khammam,Thirumalayapalem,02-Sep-23,0,55.2,100.0
Khammam,Thirumalayapalem,13-Feb-23,0,23.1,100.0
Khammam,Thirumalayapalem,14-Feb-23,0,26.2,100.0
Khammam,Thirumalayapalem,15-Feb-23,0,15.9,100.0
Khammam,Thirumalayapalem,16-Feb-23,0,16.3,100.0
Khammam,Thirumalayapalem,17-Feb-23,0,41.4,100.0
Khammam,Thirumalayapalem,18-Feb-23,0,36.5,100.0
Khammam,Thirumalayapalem,19-Feb-23,0,50.0,100.0
Khammam,Thirumalayapalem,20-Feb-23,0,63.0,100.0
Khammam,Thirumalayapalem,21-Feb-23,0,42.8,100.0
Khammam,Thirumalayapalem,22-Feb-23,0,34.6,100.0
Khammam,Thirumalayapalem,23-Feb-23,0,45.0,100.0
Khammam,Thirumalayapalem,24-Feb-23,0,34.4,100.0
Khammam,Thirumalayapalem,25-Feb-23,0,26.1,100.0
Khammam,Thirumalayapalem,26-Feb-23,0,22.1,100.0
Khammam,Thirumalayapalem,27-Feb-23,0,28.0,100.0
Khammam,Thirumalayapalem,28-Feb-23,0,28.7,100.0
Khammam,Vemsoor,02-Apr-23,0,51.3,94.6
Khammam,Vemsoor,02-Aug-23,0,51.1,95.3
Khammam,Vemsoor,02-Dec-23,0,39.6,95.1
Khammam,Vemsoor,02-Feb-23,0,45.5,91.7
Khammam,Vemsoor,02-Jan-23,0,47.8,92.4
Khammam,Vemsoor,02-Jul-23,0,57.3,95.0
Khammam,Vemsoor,02-Jun-23,0,39.8,94.5
Khammam,Vemsoor,02-Mar-23,0,46.4,93.5
Khammam,Vemsoor,02-May-23,0,45.1,95.0
Khammam,Vemsoor,02-Nov-23,0,38.0,95.2
Khammam,Vemsoor,02-Oct-23,0,62.0,94.6
Khammam,Vemsoor,02-Sep-23,0,43.5,95.4
Khammam,Vemsoor,13-Feb-23,0,48.7,95.4
Khammam,Vemsoor,14-Feb-23,0,26.6,94.3
Khammam,Vemsoor,15-Feb-23,0,19.1,93.7
Khammam,Vemsoor,16-Feb-23,0,26.1,95.3
Khammam,Vemsoor,17-Feb-23,0,49.0,95.6
Khammam,Vemsoor,18-Feb-23,0,42.3,95.3
Khammam,Vemsoor,19-Feb-23,0,50.4,94.8
Khammam,Vemsoor,20-Feb-23,0,51.5,95.1
Khammam,Vemsoor,21-Feb-23,0,46.6,94.9
Khammam,Vemsoor,22-Feb-23,0,35.0,94.6
Khammam,Vemsoor,23-Feb-23,0,33.9,95.0
Khammam,Vemsoor,24-Feb-23,0,40.3,100.0
Khammam,Vemsoor,25-Feb-23,0,33.5,99.6
Khammam,Vemsoor,26-Feb-23,0,30.5,99.6
Khammam,Vemsoor,27-Feb-23,0,33.8,100.0
Khammam,Vemsoor,28-Feb-23,0,27.3,98.2
Khammam,Wyra,02-Apr-23,0,33.5,100.0
Khammam,Wyra,02-Aug-23,0,46.7,100.0
Khammam,Wyra,02-Dec-23,0,35.5,95.2
Khammam,Wyra,02-Feb-23,0,42.7,89.4
Khammam,Wyra,02-Jan-23,0,45.4,100.0
Khammam,Wyra,02-Jul-23,0,45.8,100.0
Khammam,Wyra,02-Jun-23,0,39.2,100.0
Khammam,Wyra,02-Mar-23,0,38.8,100.0
Khammam,Wyra,02-May-23,0,41.9,100.0
Khammam,Wyra,02-Nov-23,0,40.9,99.6
Khammam,Wyra,02-Oct-23,0,41.7,98.9
Khammam,Wyra,02-Sep-23,0,42.9,97.3
Khammam,Wyra,13-Feb-23,0,34.8,89.4
Khammam,Wyra,14-Feb-23,0,25.7,86.5
Khammam,Wyra,15-Feb-23,0,24.1,87.2
Khammam,Wyra,16-Feb-23,0,24.5,92.9
Khammam,Wyra,17-Feb-23,0,38.4,100.0
Khammam,Wyra,18-Feb-23,0,40.0,100.0
Khammam,Wyra,19-Feb-23,0,53.7,100.0
Khammam,Wyra,20-Feb-23,0,51.0,95.1
Khammam,Wyra,21-Feb-23,0,38.9,100.0
Khammam,Wyra,22-Feb-23,0,40.2,100.0
Khammam,Wyra,23-Feb-23,0,36.9,100.0
Khammam,Wyra,24-Feb-23,0,47.6,100.0
Khammam,Wyra,25-Feb-23,0,41.7,100.0
Khammam,Wyra,26-Feb-23,0,37.4,100.0
Khammam,Wyra,27-Feb-23,0,41.3,92.2
Khammam,Wyra,28-Feb-23,0,40.0,100.0
Khammam,Yerrupalem,02-Apr-23,0,39.0,98.5
Khammam,Yerrupalem,02-Aug-23,0,50.1,94.1
Khammam,Yerrupalem,02-Dec-23,0,39.7,100.0
Khammam,Yerrupalem,02-Feb-23,0,48.3,88.8
Khammam,Yerrupalem,02-Jan-23,0,51.4,99.1
Khammam,Yerrupalem,02-Jul-23,0,50.4,96.3
Khammam,Yerrupalem,02-Jun-23,0,46.8,98.4
Khammam,Yerrupalem,02-Mar-23,0,54.6,93.1
Khammam,Yerrupalem,02-May-23,0,44.0,97.3
Khammam,Yerrupalem,02-Nov-23,0,37.7,94.9
Khammam,Yerrupalem,02-Oct-23,0,39.9,90.6
Khammam,Yerrupalem,02-Sep-23,0,45.7,99.8
Khammam,Yerrupalem,13-Feb-23,0,39.7,90.3
Khammam,Yerrupalem,14-Feb-23,0,28.1,100.0
Khammam,Yerrupalem,15-Feb-23,0,39.4,93.9
Khammam,Yerrupalem,16-Feb-23,0,25.1,90.0
Khammam,Yerrupalem,17-Feb-23,0,35.7,97.4
Khammam,Yerrupalem,18-Feb-23,0,38.8,98.7
Khammam,Yerrupalem,19-Feb-23,0,47.9,90.1
Khammam,Yerrupalem,20-Feb-23,0,49.9,91.4
Khammam,Yerrupalem,21-Feb-23,0,37.2,98.1
Khammam,Yerrupalem,22-Feb-23,0,39.1,97.3
Khammam,Yerrupalem,23-Feb-23,0,39.8,98.7
Khammam,Yerrupalem,24-Feb-23,0,42.1,97.5
Khammam,Yerrupalem,25-Feb-23,0,47.0,100.0
Khammam,Yerrupalem,26-Feb-23,0,27.6,96.7
Khammam,Yerrupalem,27-Feb-23,0,36.6,94.5
Khammam,Yerrupalem,28-Feb-23,0,36.4,98.4
Kumuram Bheem,Asifabad,02-Apr-23,0,20.8,66.8
Kumuram Bheem,Asifabad,02-Aug-23,0,24.5,80.9
Kumuram Bheem,Asifabad,02-Dec-23,0,19.0,57.8
Kumuram Bheem,Asifabad,02-Feb-23,0,38.5,85.7
Kumuram Bheem,Asifabad,02-Jan-23,0,43.3,79.8
Kumuram Bheem,Asifabad,02-Jul-23,0,10.5,75.8
Kumuram Bheem,Asifabad,02-Jun-23,0,5.7,60.6
Kumuram Bheem,Asifabad,02-Mar-23,0,9.0,63.4
Kumuram Bheem,Asifabad,02-May-23,0,12.6,64.6
Kumuram Bheem,Asifabad,02-Nov-23,0,13.3,66.8
Kumuram Bheem,Asifabad,02-Oct-23,0,9.6,81.0
Kumuram Bheem,Asifabad,02-Sep-23,0,25.8,73.1
Kumuram Bheem,Asifabad,13-Feb-23,0,17.6,72.6
Kumuram Bheem,Asifabad,14-Feb-23,0,6.7,75.7
Kumuram Bheem,Asifabad,15-Feb-23,0,6.6,75.8
Kumuram Bheem,Asifabad,16-Feb-23,0,7.5,74.6
Kumuram Bheem,Asifabad,17-Feb-23,0,7.2,49.5
Kumuram Bheem,Asifabad,18-Feb-23,0,13.8,65.4
Kumuram Bheem,Asifabad,19-Feb-23,0,13.6,69.9
Kumuram Bheem,Asifabad,20-Feb-23,0,14.4,74.0
Kumuram Bheem,Asifabad,21-Feb-23,0,9.6,69.8
Kumuram Bheem,Asifabad,22-Feb-23,0,11.3,64.0
Kumuram Bheem,Asifabad,23-Feb-23,0,7.7,59.5
Kumuram Bheem,Asifabad,24-Feb-23,0,8.7,75.9
Kumuram Bheem,Asifabad,25-Feb-23,0,6.9,70.1
Kumuram Bheem,Asifabad,26-Feb-23,0,5.3,70.8
Kumuram Bheem,Asifabad,27-Feb-23,0,10.6,60.9
Kumuram Bheem,Asifabad,28-Feb-23,0,13.3,65.8
Kumuram Bheem,Bejjur,02-Apr-23,0,12.2,81.6
Kumuram Bheem,Bejjur,02-Aug-23,0,27.2,97.7
Kumuram Bheem,Bejjur,02-Dec-23,0,13.0,90.6
Kumuram Bheem,Bejjur,02-Feb-23,0,29.0,81.8
Kumuram Bheem,Bejjur,02-Jan-23,0,41.7,88.7
Kumuram Bheem,Bejjur,02-Jul-23,0,19.2,93.9
Kumuram Bheem,Bejjur,02-Jun-23,0,9.0,94.2
Kumuram Bheem,Bejjur,02-Mar-23,0,12.0,77.3
Kumuram Bheem,Bejjur,02-May-23,0,13.5,91.1
Kumuram Bheem,Bejjur,02-Nov-23,0,13.0,92.9
Kumuram Bheem,Bejjur,02-Oct-23,0,12.3,97.7
Kumuram Bheem,Bejjur,02-Sep-23,0,25.8,91.3
Kumuram Bheem,Bejjur,13-Feb-23,0,19.7,67.5
Kumuram Bheem,Bejjur,14-Feb-23,0,10.2,84.7
Kumuram Bheem,Bejjur,15-Feb-23,0,9.5,90.6
Kumuram Bheem,Bejjur,16-Feb-23,0,12.3,89.2
Kumuram Bheem,Bejjur,17-Feb-23,0,11.6,82.5
Kumuram Bheem,Bejjur,18-Feb-23,0,14.2,87.6
Kumuram Bheem,Bejjur,19-Feb-23,0,17.1,92.6
Kumuram Bheem,Bejjur,20-Feb-23,0,20.6,94.1
Kumuram Bheem,Bejjur,21-Feb-23,0,15.0,90.8
Kumuram Bheem,Bejjur,22-Feb-23,0,11.8,86.0
Kumuram Bheem,Bejjur,23-Feb-23,0,12.5,86.9
Kumuram Bheem,Bejjur,24-Feb-23,0,17.1,89.7
Kumuram Bheem,Bejjur,25-Feb-23,0,7.6,84.4
Kumuram Bheem,Bejjur,26-Feb-23,0,9.1,79.8
Kumuram Bheem,Bejjur,27-Feb-23,0,13.0,74.9
Kumuram Bheem,Bejjur,28-Feb-23,0,17.8,76.8
Kumuram Bheem,Chintalamanepally,02-Apr-23,0,29.6,62.5
Kumuram Bheem,Chintalamanepally,02-Aug-23,0,41.5,86.5
Kumuram Bheem,Chintalamanepally,02-Dec-23,0,25.0,74.0
Kumuram Bheem,Chintalamanepally,02-Feb-23,0,47.4,80.9
Kumuram Bheem,Chintalamanepally,02-Jan-23,0,54.6,87.7
Kumuram Bheem,Chintalamanepally,02-Jul-23,0,33.1,81.8
Kumuram Bheem,Chintalamanepally,02-Jun-23,0,26.1,73.2
Kumuram Bheem,Chintalamanepally,02-Mar-23,0,30.0,67.7
Kumuram Bheem,Chintalamanepally,02-May-23,0,31.0,63.0
Kumuram Bheem,Chintalamanepally,02-Nov-23,0,26.4,83.7
Kumuram Bheem,Chintalamanepally,02-Oct-23,0,25.4,76.6
Kumuram Bheem,Chintalamanepally,02-Sep-23,0,40.3,82.6
Kumuram Bheem,Chintalamanepally,13-Feb-23,0,34.5,61.4
Kumuram Bheem,Chintalamanepally,14-Feb-23,0,24.5,60.0
Kumuram Bheem,Chintalamanepally,15-Feb-23,0,24.0,70.9
Kumuram Bheem,Chintalamanepally,16-Feb-23,0,24.7,70.9
Kumuram Bheem,Chintalamanepally,17-Feb-23,0,25.0,64.5
Kumuram Bheem,Chintalamanepally,18-Feb-23,0,27.8,68.6
Kumuram Bheem,Chintalamanepally,19-Feb-23,0,34.1,83.2
Kumuram Bheem,Chintalamanepally,20-Feb-23,0,36.5,84.8
Kumuram Bheem,Chintalamanepally,21-Feb-23,0,27.1,80.3
Kumuram Bheem,Chintalamanepally,22-Feb-23,0,27.1,73.3
Kumuram Bheem,Chintalamanepally,23-Feb-23,0,27.3,78.4
Kumuram Bheem,Chintalamanepally,24-Feb-23,0,23.1,74.6
Kumuram Bheem,Chintalamanepally,25-Feb-23,0,21.0,68.2
Kumuram Bheem,Chintalamanepally,26-Feb-23,0,21.7,69.5
Kumuram Bheem,Chintalamanepally,27-Feb-23,0,25.2,68.7
Kumuram Bheem,Chintalamanepally,28-Feb-23,0,33.4,71.5
Kumuram Bheem,Dahegaon,02-Apr-23,0,23.5,75.9
Kumuram Bheem,Dahegaon,02-Aug-23,0,35.3,90.5
Kumuram Bheem,Dahegaon,02-Dec-23,0,22.5,68.0
Kumuram Bheem,Dahegaon,02-Feb-23,0,41.6,73.8
Kumuram Bheem,Dahegaon,02-Jan-23,0,49.9,82.7
Kumuram Bheem,Dahegaon,02-Jul-23,0,27.0,91.2
Kumuram Bheem,Dahegaon,02-Jun-23,0,19.1,80.3
Kumuram Bheem,Dahegaon,02-Mar-23,0,20.3,61.5
Kumuram Bheem,Dahegaon,02-May-23,0,22.8,75.1
Kumuram Bheem,Dahegaon,02-Nov-23,0,22.5,80.4
Kumuram Bheem,Dahegaon,02-Oct-23,0,21.2,77.7
Kumuram Bheem,Dahegaon,02-Sep-23,0,35.9,78.8
Kumuram Bheem,Dahegaon,13-Feb-23,0,29.7,61.9
Kumuram Bheem,Dahegaon,14-Feb-23,0,19.9,68.1
Kumuram Bheem,Dahegaon,15-Feb-23,0,17.6,71.0
Kumuram Bheem,Dahegaon,16-Feb-23,0,20.3,73.1
Kumuram Bheem,Dahegaon,17-Feb-23,0,19.2,67.2
Kumuram Bheem,Dahegaon,18-Feb-23,0,24.3,75.4
Kumuram Bheem,Dahegaon,19-Feb-23,0,28.1,83.4
Kumuram Bheem,Dahegaon,20-Feb-23,0,30.7,86.7
Kumuram Bheem,Dahegaon,21-Feb-23,0,24.5,85.5
Kumuram Bheem,Dahegaon,22-Feb-23,0,23.0,80.8
Kumuram Bheem,Dahegaon,23-Feb-23,0,26.0,82.8
Kumuram Bheem,Dahegaon,24-Feb-23,0,26.1,81.1
Kumuram Bheem,Dahegaon,25-Feb-23,0,17.5,69.2
Kumuram Bheem,Dahegaon,26-Feb-23,0,17.0,66.8
Kumuram Bheem,Dahegaon,27-Feb-23,0,21.3,77.3
Kumuram Bheem,Dahegaon,28-Feb-23,0,26.7,75.0
Kumuram Bheem,Jainoor,02-Apr-23,0,20.8,79.5
Kumuram Bheem,Jainoor,02-Aug-23,0,28.9,83.0
Kumuram Bheem,Jainoor,02-Dec-23,0,17.4,78.1
Kumuram Bheem,Jainoor,02-Feb-23,0,39.8,68.7
Kumuram Bheem,Jainoor,02-Jan-23,0,43.4,79.0
Kumuram Bheem,Jainoor,02-Jul-23,0,20.2,71.3
Kumuram Bheem,Jainoor,02-Jun-23,0,15.3,81.6
Kumuram Bheem,Jainoor,02-Mar-23,0,18.6,77.3
Kumuram Bheem,Jainoor,02-May-23,0,20.8,80.8
Kumuram Bheem,Jainoor,02-Nov-23,0,15.5,79.7
Kumuram Bheem,Jainoor,02-Oct-23,0,19.0,81.4
Kumuram Bheem,Jainoor,02-Sep-23,0,27.6,89.3
Kumuram Bheem,Jainoor,13-Feb-23,0,26.8,57.0
Kumuram Bheem,Jainoor,14-Feb-23,0,17.0,68.0
Kumuram Bheem,Jainoor,15-Feb-23,0,16.4,75.9
Kumuram Bheem,Jainoor,16-Feb-23,0,14.7,68.9
Kumuram Bheem,Jainoor,17-Feb-23,0,16.8,68.0
Kumuram Bheem,Jainoor,18-Feb-23,0,21.5,64.6
Kumuram Bheem,Jainoor,19-Feb-23,0,21.5,70.1
Kumuram Bheem,Jainoor,20-Feb-23,0,22.3,71.3
Kumuram Bheem,Jainoor,21-Feb-23,0,19.8,85.7
Kumuram Bheem,Jainoor,22-Feb-23,0,19.2,80.7
Kumuram Bheem,Jainoor,23-Feb-23,0,14.4,59.6
Kumuram Bheem,Jainoor,24-Feb-23,0,14.9,67.2
Kumuram Bheem,Jainoor,25-Feb-23,0,15.5,70.0
Kumuram Bheem,Jainoor,26-Feb-23,0,14.3,72.8
Kumuram Bheem,Jainoor,27-Feb-23,0,20.0,70.1
Kumuram Bheem,Jainoor,28-Feb-23,0,23.9,63.9
Kumuram Bheem,Kagaznagar,02-Apr-23,0,16.1,87.2
Kumuram Bheem,Kagaznagar,02-Aug-23,0,23.2,89.9
Kumuram Bheem,Kagaznagar,02-Dec-23,0,14.2,83.7
Kumuram Bheem,Kagaznagar,02-Feb-23,0,46.1,80.3
Kumuram Bheem,Kagaznagar,02-Jan-23,0,39.7,88.0
Kumuram Bheem,Kagaznagar,02-Jul-23,0,23.0,90.2
Kumuram Bheem,Kagaznagar,02-Jun-23,0,18.8,88.1
Kumuram Bheem,Kagaznagar,02-Mar-23,0,14.4,85.4
Kumuram Bheem,Kagaznagar,02-May-23,0,14.0,86.3
Kumuram Bheem,Kagaznagar,02-Nov-23,0,14.1,90.6
Kumuram Bheem,Kagaznagar,02-Oct-23,0,14.0,89.3
Kumuram Bheem,Kagaznagar,02-Sep-23,0,24.9,90.2
Kumuram Bheem,Kagaznagar,13-Feb-23,0,23.2,70.5
Kumuram Bheem,Kagaznagar,14-Feb-23,0,13.9,85.4
Kumuram Bheem,Kagaznagar,15-Feb-23,0,8.1,87.6
Kumuram Bheem,Kagaznagar,16-Feb-23,0,14.0,86.0
Kumuram Bheem,Kagaznagar,17-Feb-23,0,14.0,80.0
Kumuram Bheem,Kagaznagar,18-Feb-23,0,17.2,83.4
Kumuram Bheem,Kagaznagar,19-Feb-23,0,17.4,86.7
Kumuram Bheem,Kagaznagar,20-Feb-23,0,23.2,89.0
Kumuram Bheem,Kagaznagar,21-Feb-23,0,15.2,89.9
Kumuram Bheem,Kagaznagar,22-Feb-23,0,15.3,87.1
Kumuram Bheem,Kagaznagar,23-Feb-23,0,17.8,84.8
Kumuram Bheem,Kagaznagar,24-Feb-23,0,16.6,81.1
Kumuram Bheem,Kagaznagar,25-Feb-23,0,14.2,85.7
Kumuram Bheem,Kagaznagar,26-Feb-23,0,8.9,83.7
Kumuram Bheem,Kagaznagar,27-Feb-23,0,14.1,82.9
Kumuram Bheem,Kagaznagar,28-Feb-23,0,22.9,77.0
Kumuram Bheem,Kerameri,02-Apr-23,0,23.1,75.1
Kumuram Bheem,Kerameri,02-Aug-23,0,28.5,85.5
Kumuram Bheem,Kerameri,02-Dec-23,0,15.9,70.8
Kumuram Bheem,Kerameri,02-Feb-23,0,42.3,88.7
Kumuram Bheem,Kerameri,02-Jan-23,0,47.9,86.0
Kumuram Bheem,Kerameri,02-Jul-23,0,18.5,80.5
Kumuram Bheem,Kerameri,02-Jun-23,0,16.3,72.0
Kumuram Bheem,Kerameri,02-Mar-23,0,18.0,79.1
Kumuram Bheem,Kerameri,02-May-23,0,22.0,76.5
Kumuram Bheem,Kerameri,02-Nov-23,0,16.2,72.7
Kumuram Bheem,Kerameri,02-Oct-23,0,20.0,74.7
Kumuram Bheem,Kerameri,02-Sep-23,0,29.5,80.3
Kumuram Bheem,Kerameri,13-Feb-23,0,28.7,75.3
Kumuram Bheem,Kerameri,14-Feb-23,0,17.3,70.8
Kumuram Bheem,Kerameri,15-Feb-23,0,15.4,70.4
Kumuram Bheem,Kerameri,16-Feb-23,0,16.9,67.4
Kumuram Bheem,Kerameri,17-Feb-23,0,17.9,67.1
Kumuram Bheem,Kerameri,18-Feb-23,0,24.4,73.6
Kumuram Bheem,Kerameri,19-Feb-23,0,23.9,74.1
Kumuram Bheem,Kerameri,20-Feb-23,0,26.9,84.3
Kumuram Bheem,Kerameri,21-Feb-23,0,22.4,76.4
Kumuram Bheem,Kerameri,22-Feb-23,0,17.7,74.5
Kumuram Bheem,Kerameri,23-Feb-23,0,15.5,74.3
Kumuram Bheem,Kerameri,24-Feb-23,0,14.9,72.8
Kumuram Bheem,Kerameri,25-Feb-23,0,16.1,62.8
Kumuram Bheem,Kerameri,26-Feb-23,0,14.8,62.7
Kumuram Bheem,Kerameri,27-Feb-23,0,17.5,73.8
Kumuram Bheem,Kerameri,28-Feb-23,0,23.5,74.6
Kumuram Bheem,Kouthala,02-Apr-23,0,26.5,72.8
Kumuram Bheem,Kouthala,02-Aug-23,0,39.7,99.9
Kumuram Bheem,Kouthala,02-Dec-23,0,16.9,89.5
Kumuram Bheem,Kouthala,02-Feb-23,0,55.0,98.5
Kumuram Bheem,Kouthala,02-Jan-23,0,51.0,99.9
Kumuram Bheem,Kouthala,02-Jul-23,0,23.5,99.9
Kumuram Bheem,Kouthala,02-Jun-23,0,13.8,86.2
