District,Mandal,Date,Rain (mm),Min Humidity (%),Max Humidity (%)
Karimnagar,V_Saidapur,03-Jun-23,0.0,36.2,80.6
Karimnagar,V_Saidapur,03-Mar-23,0.0,24.3,70.5
Karimnagar,V_Saidapur,03-May-23,0.0,21.6,69.6
Karimnagar,V_Saidapur,03-Nov-23,0.0,31.2,81.7
Karimnagar,V_Saidapur,03-Oct-23,0.0,24.7,83.8
Karimnagar,V_Saidapur,03-Sep-23,0.0,32.2,82.7
Karimnagar,V_Saidapur,13-Mar-23,0.0,31.5,83.4
Karimnagar,V_Saidapur,14-Mar-23,0.0,25.6,70.3
Karimnagar,V_Saidapur,15-Mar-23,0.0,26.9,74.1
Karimnagar,V_Saidapur,16-Mar-23,0.0,31.9,87.9
Karimnagar,V_Saidapur,17-Mar-23,2.1,45.6,94.1
Karimnagar,V_Saidapur,18-Mar-23,1.1,62.2,93.6
Karimnagar,V_Saidapur,19-Mar-23,64.8,50.7,95.6
Karimnagar,V_Saidapur,20-Mar-23,3.3,57.0,91.3
Karimnagar,V_Saidapur,21-Mar-23,0.0,47.2,90.5
Karimnagar,V_Saidapur,22-Mar-23,0.0,37.8,90.5
Karimnagar,V_Saidapur,23-Mar-23,0.0,41.7,92.7
Karimnagar,V_Saidapur,24-Mar-23,0.0,44.3,93.6
Karimnagar,V_Saidapur,25-Mar-23,0.0,46.5,90.9
Karimnagar,V_Saidapur,26-Mar-23,0.0,53.1,90.0
Karimnagar,V_Saidapur,27-Mar-23,0.0,57.5,87.9
Karimnagar,V_Saidapur,28-Mar-23,0.0,46.5,91.3
Karimnagar,V_Saidapur,29-Mar-23,0.0,59.9,90.5
Karimnagar,V_Saidapur,30-Mar-23,0.0,55.0,91.4
Karimnagar,V_Saidapur,31-Mar-23,0.0,31.8,89.2
Karimnagar,Veenavanka,03-Apr-23,0.0,22.7,71.1
Karimnagar,Veenavanka,03-Aug-23,0.0,28.7,67.3
Karimnagar,Veenavanka,03-Dec-23,0.0,28.0,69.7
Karimnagar,Veenavanka,03-Feb-23,0.0,29.8,67.3
Karimnagar,Veenavanka,03-Jan-23,0.0,29.1,66.4
Karimnagar,Veenavanka,03-Jul-23,0.0,28.7,64.6
Karimnagar,Veenavanka,03-Jun-23,0.0,26.0,71.0
Karimnagar,Veenavanka,03-Mar-23,0.0,22.0,68.2
Karimnagar,Veenavanka,03-May-23,0.0,22.0,67.3
Karimnagar,Veenavanka,03-Nov-23,0.0,27.1,69.2
Karimnagar,Veenavanka,03-Oct-23,0.0,24.0,68.6
Karimnagar,Veenavanka,03-Sep-23,0.0,33.1,69.5
Karimnagar,Veenavanka,13-Mar-23,0.0,32.7,71.0
Karimnagar,Veenavanka,14-Mar-23,0.0,26.7,68.8
Karimnagar,Veenavanka,15-Mar-23,0.0,29.3,62.2
Karimnagar,Veenavanka,16-Mar-23,0.0,33.4,69.8
Karimnagar,Veenavanka,17-Mar-23,22.4,38.1,75.5
Karimnagar,Veenavanka,18-Mar-23,0.5,55.0,87.3
Karimnagar,Veenavanka,19-Mar-23,48.2,45.7,76.4
Karimnagar,Veenavanka,20-Mar-23,0.0,48.1,86.3
Karimnagar,Veenavanka,21-Mar-23,0.0,41.7,80.9
Karimnagar,Veenavanka,22-Mar-23,0.0,34.7,73.9
Karimnagar,Veenavanka,23-Mar-23,0.0,38.1,80.4
Karimnagar,Veenavanka,24-Mar-23,0.0,39.4,99.9
Karimnagar,Veenavanka,25-Mar-23,0.0,42.3,97.6
Karimnagar,Veenavanka,26-Mar-23,0.0,51.5,99.9
Karimnagar,Veenavanka,27-Mar-23,0.0,46.5,99.9
Karimnagar,Veenavanka,28-Mar-23,0.0,35.5,98.3
Karimnagar,Veenavanka,29-Mar-23,0.0,38.8,99.9
Karimnagar,Veenavanka,30-Mar-23,0.0,41.9,96.9
Karimnagar,Veenavanka,31-Mar-23,0.0,37.3,98.4
Khammam,Bonakal,03-Apr-23,0.0,29.8,99.6
Khammam,Bonakal,03-Aug-23,0.0,28.9,95.6
Khammam,Bonakal,03-Dec-23,0.0,42.4,100.0
Khammam,Bonakal,03-Feb-23,0.0,37.5,100.0
Khammam,Bonakal,03-Jan-23,0.0,27.2,100.0
Khammam,Bonakal,03-Jul-23,0.0,25.9,100.0
Khammam,Bonakal,03-Jun-23,0.0,24.6,96.2
Khammam,Bonakal,03-Mar-23,0.0,27.6,98.3
Khammam,Bonakal,03-May-23,0.0,27.6,100.0
Khammam,Bonakal,03-Nov-23,0.0,36.4,100.0
Khammam,Bonakal,03-Oct-23,0.0,44.0,100.0
Khammam,Bonakal,03-Sep-23,0.0,27.2,100.0
Khammam,Bonakal,13-Mar-23,0.0,40.8,100.0
Khammam,Bonakal,14-Mar-23,0.0,35.1,100.0
Khammam,Bonakal,15-Mar-23,0.0,28.5,100.0
Khammam,Bonakal,16-Mar-23,0.0,43.5,99.1
Khammam,Bonakal,17-Mar-23,33.2,55.6,100.0
Khammam,Bonakal,18-Mar-23,0.0,64.0,100.0
Khammam,Bonakal,19-Mar-23,7.1,60.8,100.0
Khammam,Bonakal,20-Mar-23,0.0,54.2,100.0
Khammam,Bonakal,21-Mar-23,8.7,58.4,100.0
Khammam,Bonakal,22-Mar-23,0.0,41.7,100.0
Khammam,Bonakal,23-Mar-23,0.0,47.8,99.9
Khammam,Bonakal,24-Mar-23,0.0,44.4,100.0
Khammam,Bonakal,25-Mar-23,0.0,44.2,100.0
Khammam,Bonakal,26-Mar-23,0.0,53.6,100.0
Khammam,Bonakal,27-Mar-23,0.0,52.2,99.9
Khammam,Bonakal,28-Mar-23,0.0,48.8,99.9
Khammam,Bonakal,29-Mar-23,0.0,48.2,99.5
Khammam,Bonakal,30-Mar-23,0.0,47.7,98.2
Khammam,Bonakal,31-Mar-23,0.0,41.7,97.3
Khammam,Chinthakani,03-Apr-23,0.0,29.6,98.3
Khammam,Chinthakani,03-Aug-23,0.0,32.8,95.1
Khammam,Chinthakani,03-Dec-23,0.0,43.9,99.0
Khammam,Chinthakani,03-Feb-23,0.0,40.3,98.5
Khammam,Chinthakani,03-Jan-23,0.0,28.7,99.4
Khammam,Chinthakani,03-Jul-23,0.0,32.2,98.9
Khammam,Chinthakani,03-Jun-23,0.0,30.9,94.9
Khammam,Chinthakani,03-Mar-23,0.0,29.4,98.8
Khammam,Chinthakani,03-May-23,0.0,27.6,98.1
Khammam,Chinthakani,03-Nov-23,0.0,41.1,99.9
Khammam,Chinthakani,03-Oct-23,0.0,46.4,99.9
Khammam,Chinthakani,03-Sep-23,0.0,29.4,99.9
Khammam,Chinthakani,13-Mar-23,0.0,39.6,99.2
Khammam,Chinthakani,14-Mar-23,0.0,36.6,98.3
Khammam,Chinthakani,15-Mar-23,0.0,31.3,99.4
Khammam,Chinthakani,16-Mar-23,0.0,46.5,99.9
Khammam,Chinthakani,17-Mar-23,45.7,54.2,99.9
Khammam,Chinthakani,18-Mar-23,1.8,64.1,99.9
Khammam,Chinthakani,19-Mar-23,11.3,61.3,99.1
Khammam,Chinthakani,20-Mar-23,0.0,52.9,99.9
Khammam,Chinthakani,21-Mar-23,0.0,59.1,99.9
Khammam,Chinthakani,22-Mar-23,0.0,37.2,99.9
Khammam,Chinthakani,23-Mar-23,0.0,44.5,99.9
Khammam,Chinthakani,24-Mar-23,0.0,45.1,99.9
Khammam,Chinthakani,25-Mar-23,0.0,44.7,99.9
Khammam,Chinthakani,26-Mar-23,0.0,55.1,99.9
Khammam,Chinthakani,27-Mar-23,0.0,50.5,99.8
Khammam,Chinthakani,28-Mar-23,0.0,49.7,99.3
Khammam,Chinthakani,29-Mar-23,0.0,49.9,99.5
Khammam,Chinthakani,30-Mar-23,0.0,47.9,99.8
Khammam,Chinthakani,31-Mar-23,0.0,43.2,98.4
Khammam,Enkuru,03-Apr-23,0.0,22.2,88.2
Khammam,Enkuru,03-Aug-23,0.0,19.3,82.1
Khammam,Enkuru,03-Dec-23,0.0,34.8,94.9
Khammam,Enkuru,03-Feb-23,0.0,26.2,88.4
Khammam,Enkuru,03-Jan-23,0.0,30.3,91.8
Khammam,Enkuru,03-Jul-23,0.0,25.9,89.1
Khammam,Enkuru,03-Jun-23,0.0,19.5,78.5
Khammam,Enkuru,03-Mar-23,0.0,17.9,88.1
Khammam,Enkuru,03-May-23,0.0,18.2,88.1
Khammam,Enkuru,03-Nov-23,0.0,29.9,89.3
Khammam,Enkuru,03-Oct-23,0.0,30.9,89.8
Khammam,Enkuru,03-Sep-23,0.0,19.5,100.0
Khammam,Enkuru,13-Mar-23,0.0,31.9,88.1
Khammam,Enkuru,14-Mar-23,0.0,24.4,88.1
Khammam,Enkuru,15-Mar-23,0.0,21.0,89.2
Khammam,Enkuru,16-Mar-23,0.0,31.1,96.7
Khammam,Enkuru,17-Mar-23,87.5,48.5,100.0
Khammam,Enkuru,18-Mar-23,0.6,70.1,100.0
Khammam,Enkuru,19-Mar-23,42.7,64.7,100.0
Khammam,Enkuru,20-Mar-23,0.4,59.6,100.0
Khammam,Enkuru,21-Mar-23,0.0,62.2,100.0
Khammam,Enkuru,22-Mar-23,0.0,38.1,99.6
Khammam,Enkuru,23-Mar-23,0.0,45.1,100.0
Khammam,Enkuru,24-Mar-23,0.0,45.5,100.0
Khammam,Enkuru,25-Mar-23,0.0,54.8,96.0
Khammam,Enkuru,26-Mar-23,0.0,49.3,100.0
Khammam,Enkuru,27-Mar-23,0.0,52.8,95.0
Khammam,Enkuru,28-Mar-23,0.0,51.3,97.5
Khammam,Enkuru,29-Mar-23,0.0,50.2,96.9
Khammam,Enkuru,30-Mar-23,0.0,49.6,96.9
Khammam,Enkuru,31-Mar-23,0.0,47.2,93.4
Khammam,Kalluru,03-Apr-23,0.0,31.9,91.3
Khammam,Kalluru,03-Aug-23,0.0,24.2,82.5
Khammam,Kalluru,03-Dec-23,0.0,43.1,99.9
Khammam,Kalluru,03-Feb-23,0.0,28.8,88.8
Khammam,Kalluru,03-Jan-23,0.0,33.8,99.9
Khammam,Kalluru,03-Jul-23,0.0,29.6,99.9
Khammam,Kalluru,03-Jun-23,0.0,23.2,83.3
Khammam,Kalluru,03-Mar-23,0.0,22.9,89.6
Khammam,Kalluru,03-May-23,0.0,23.0,90.8
Khammam,Kalluru,03-Nov-23,0.0,33.7,99.9
Khammam,Kalluru,03-Oct-23,0.0,40.2,99.9
Khammam,Kalluru,03-Sep-23,0.0,26.2,99.9
Khammam,Kalluru,13-Mar-23,0.0,32.8,99.9
Khammam,Kalluru,14-Mar-23,0.0,21.6,91.8
Khammam,Kalluru,15-Mar-23,0.0,27.2,99.9
Khammam,Kalluru,16-Mar-23,0.0,42.7,99.9
Khammam,Kalluru,17-Mar-23,24.4,48.9,99.9
Khammam,Kalluru,18-Mar-23,3.0,69.0,99.9
Khammam,Kalluru,19-Mar-23,26.1,77.0,99.9
Khammam,Kalluru,20-Mar-23,7.9,60.4,99.9
Khammam,Kalluru,21-Mar-23,2.6,70.6,99.9
Khammam,Kalluru,22-Mar-23,0.0,55.0,99.9
Khammam,Kalluru,23-Mar-23,0.0,56.4,99.9
Khammam,Kalluru,24-Mar-23,0.0,55.9,99.9
Khammam,Kalluru,25-Mar-23,0.0,59.6,99.9
Khammam,Kalluru,26-Mar-23,0.0,58.6,99.9
Khammam,Kalluru,27-Mar-23,0.0,54.2,99.9
Khammam,Kalluru,28-Mar-23,0.0,63.5,99.9
Khammam,Kalluru,29-Mar-23,0.0,51.7,99.9
Khammam,Kalluru,30-Mar-23,0.0,57.3,99.9
Khammam,Kalluru,31-Mar-23,0.0,50.6,99.9
Khammam,Kamepalle,03-Apr-23,0.0,26.2,75.5
Khammam,Kamepalle,03-Aug-23,0.0,23.1,70.4
Khammam,Kamepalle,03-Dec-23,0.0,40.8,90.3
Khammam,Kamepalle,03-Feb-23,0.0,27.8,86.0
Khammam,Kamepalle,03-Jan-23,0.0,46.9,96.2
Khammam,Kamepalle,03-Jul-23,0.0,24.4,76.6
Khammam,Kamepalle,03-Jun-23,0.0,20.1,78.0
Khammam,Kamepalle,03-Mar-23,0.0,18.8,78.2
Khammam,Kamepalle,03-May-23,0.0,18.4,78.4
Khammam,Kamepalle,03-Nov-23,0.0,37.5,89.7
Khammam,Kamepalle,03-Oct-23,0.0,31.0,89.1
Khammam,Kamepalle,03-Sep-23,0.0,32.7,95.6
Khammam,Kamepalle,13-Mar-23,0.0,34.9,79.2
Khammam,Kamepalle,14-Mar-23,0.0,27.1,75.8
Khammam,Kamepalle,15-Mar-23,0.0,21.5,91.0
Khammam,Kamepalle,16-Mar-23,0.0,43.2,98.7
Khammam,Kamepalle,17-Mar-23,19.7,57.5,99.8
Khammam,Kamepalle,18-Mar-23,1.5,73.2,99.9
Khammam,Kamepalle,19-Mar-23,16.9,64.3,99.9
Khammam,Kamepalle,20-Mar-23,0.3,63.5,99.9
Khammam,Kamepalle,21-Mar-23,0.0,53.2,99.9
Khammam,Kamepalle,22-Mar-23,0.0,37.3,99.9
Khammam,Kamepalle,23-Mar-23,0.0,46.9,99.3
Khammam,Kamepalle,24-Mar-23,0.0,46.7,99.1
Khammam,Kamepalle,25-Mar-23,0.0,47.7,99.9
Khammam,Kamepalle,26-Mar-23,0.0,58.5,100.0
Khammam,Kamepalle,27-Mar-23,0.0,50.8,98.5
Khammam,Kamepalle,28-Mar-23,0.0,49.3,99.9
Khammam,Kamepalle,29-Mar-23,0.0,54.6,99.9
Khammam,Kamepalle,30-Mar-23,0.0,51.4,99.8
Khammam,Kamepalle,31-Mar-23,0.0,45.9,97.6
Khammam,Khammam_Rural,03-Apr-23,0.0,28.1,86.2
Khammam,Khammam_Rural,03-Aug-23,0.0,28.3,74.4
Khammam,Khammam_Rural,03-Dec-23,0.0,44.6,87.0
Khammam,Khammam_Rural,03-Feb-23,0.0,36.5,91.5
Khammam,Khammam_Rural,03-Jan-23,0.0,41.5,98.1
Khammam,Khammam_Rural,03-Jul-23,0.0,30.7,85.4
Khammam,Khammam_Rural,03-Jun-23,0.0,23.4,79.4
Khammam,Khammam_Rural,03-Mar-23,0.0,23.1,84.2
Khammam,Khammam_Rural,03-May-23,0.0,25.4,83.6
Khammam,Khammam_Rural,03-Nov-23,0.0,35.4,94.6
Khammam,Khammam_Rural,03-Oct-23,0.0,46.1,93.5
Khammam,Khammam_Rural,03-Sep-23,0.0,29.3,94.0
Khammam,Khammam_Rural,13-Mar-23,0.0,39.2,87.8
Khammam,Khammam_Rural,14-Mar-23,0.0,20.0,90.7
Khammam,Khammam_Rural,15-Mar-23,0.0,33.3,96.7
Khammam,Khammam_Rural,16-Mar-23,0.0,39.9,98.5
Khammam,Khammam_Rural,17-Mar-23,10.1,59.4,98.9
Khammam,Khammam_Rural,18-Mar-23,0.0,64.2,99.6
Khammam,Khammam_Rural,19-Mar-23,35.2,67.6,99.9
Khammam,Khammam_Rural,20-Mar-23,0.0,59.1,99.2
Khammam,Khammam_Rural,21-Mar-23,0.0,58.0,99.9
Khammam,Khammam_Rural,22-Mar-23,0.0,36.9,99.3
Khammam,Khammam_Rural,23-Mar-23,0.0,39.5,97.8
Khammam,Khammam_Rural,24-Mar-23,0.0,50.2,98.2
Khammam,Khammam_Rural,25-Mar-23,0.0,55.1,99.1
Khammam,Khammam_Rural,26-Mar-23,0.0,58.5,99.5
Khammam,Khammam_Rural,27-Mar-23,0.0,59.2,98.6
Khammam,Khammam_Rural,28-Mar-23,0.0,54.0,98.5
Khammam,Khammam_Rural,29-Mar-23,0.0,49.6,97.9
Khammam,Khammam_Rural,30-Mar-23,0.0,55.6,98.2
Khammam,Khammam_Rural,31-Mar-23,0.0,52.1,97.3
Khammam,Khammam_Urban,03-Apr-23,0.0,25.1,99.9
Khammam,Khammam_Urban,03-Aug-23,0.0,23.0,84.6
Khammam,Khammam_Urban,03-Dec-23,0.0,37.4,99.9
Khammam,Khammam_Urban,03-Feb-23,0.0,32.1,99.9
Khammam,Khammam_Urban,03-Jan-23,0.0,35.5,99.9
Khammam,Khammam_Urban,03-Jul-23,0.0,22.9,99.9
Khammam,Khammam_Urban,03-Jun-23,0.0,23.4,95.5
Khammam,Khammam_Urban,03-Mar-23,0.0,18.4,98.8
Khammam,Khammam_Urban,03-May-23,0.0,19.8,99.9
Khammam,Khammam_Urban,03-Nov-23,0.0,30.6,99.9
Khammam,Khammam_Urban,03-Oct-23,0.0,37.1,99.9
Khammam,Khammam_Urban,03-Sep-23,0.0,22.2,99.9
Khammam,Khammam_Urban,13-Mar-23,0.0,31.3,99.9
Khammam,Khammam_Urban,14-Mar-23,0.0,19.2,99.9
Khammam,Khammam_Urban,15-Mar-23,0.0,27.0,99.9
Khammam,Khammam_Urban,16-Mar-23,0.0,32.3,99.9
Khammam,Khammam_Urban,17-Mar-23,19.1,47.9,99.9
Khammam,Khammam_Urban,18-Mar-23,0.3,58.0,99.9
Khammam,Khammam_Urban,19-Mar-23,23.8,61.1,99.9
Khammam,Khammam_Urban,20-Mar-23,1.1,56.4,99.9
Khammam,Khammam_Urban,21-Mar-23,0.0,54.7,100.0
Khammam,Khammam_Urban,22-Mar-23,0.0,31.2,99.9
Khammam,Khammam_Urban,23-Mar-23,0.0,35.2,99.9
Khammam,Khammam_Urban,24-Mar-23,0.0,38.3,99.9
Khammam,Khammam_Urban,25-Mar-23,0.0,46.3,99.9
Khammam,Khammam_Urban,26-Mar-23,0.0,48.7,99.9
Khammam,Khammam_Urban,27-Mar-23,0.0,48.7,99.9
Khammam,Khammam_Urban,28-Mar-23,0.0,43.2,99.9
Khammam,Khammam_Urban,29-Mar-23,0.0,49.6,99.9
Khammam,Khammam_Urban,30-Mar-23,0.0,47.1,99.9
Khammam,Khammam_Urban,31-Mar-23,0.0,45.1,99.9
Khammam,Konijerla,03-Apr-23,0.0,32.3,91.8
Khammam,Konijerla,03-Aug-23,0.0,26.0,82.5
Khammam,Konijerla,03-Dec-23,0.0,42.6,95.6
Khammam,Konijerla,03-Feb-23,0.0,34.6,95.5
Khammam,Konijerla,03-Jan-23,0.0,39.0,99.0
Khammam,Konijerla,03-Jul-23,0.0,30.9,90.4
Khammam,Konijerla,03-Jun-23,0.0,26.3,83.4
Khammam,Konijerla,03-Mar-23,0.0,23.0,90.1
Khammam,Konijerla,03-May-23,0.0,26.4,91.8
Khammam,Konijerla,03-Nov-23,0.0,35.2,96.3
Khammam,Konijerla,03-Oct-23,0.0,44.1,96.2
Khammam,Konijerla,03-Sep-23,0.0,28.2,99.3
Khammam,Konijerla,13-Mar-23,0.0,38.5,94.4
Khammam,Konijerla,14-Mar-23,0.0,27.6,92.1
Khammam,Konijerla,15-Mar-23,0.0,30.6,98.9
Khammam,Konijerla,16-Mar-23,0.0,42.0,99.9
Khammam,Konijerla,17-Mar-23,57.6,53.0,99.9
Khammam,Konijerla,18-Mar-23,1.0,66.7,99.9
Khammam,Konijerla,19-Mar-23,23.3,64.0,99.9
Khammam,Konijerla,20-Mar-23,4.8,56.7,99.9
Khammam,Konijerla,21-Mar-23,0.0,61.0,99.9
Khammam,Konijerla,22-Mar-23,0.0,41.8,99.9
Khammam,Konijerla,23-Mar-23,0.0,45.2,99.9
Khammam,Konijerla,24-Mar-23,0.0,50.3,99.9
Khammam,Konijerla,25-Mar-23,0.0,51.0,99.9
Khammam,Konijerla,26-Mar-23,0.0,58.7,99.9
Khammam,Konijerla,27-Mar-23,0.0,52.7,99.9
Khammam,Konijerla,28-Mar-23,0.0,54.9,99.9
Khammam,Konijerla,29-Mar-23,0.0,55.2,99.9
Khammam,Konijerla,30-Mar-23,0.0,51.8,99.8
Khammam,Konijerla,31-Mar-23,0.0,50.2,98.4
Khammam,Kusumanchi,03-Apr-23,0.0,21.3,71.3
Khammam,Kusumanchi,03-Aug-23,0.0,35.7,65.7
Khammam,Kusumanchi,03-Dec-23,0.0,36.3,100.0
Khammam,Kusumanchi,03-Feb-23,0.0,22.6,95.6
Khammam,Kusumanchi,03-Jan-23,0.0,23.9,100.0
Khammam,Kusumanchi,03-Jul-23,0.0,20.8,75.3
Khammam,Kusumanchi,03-Jun-23,0.0,17.3,73.6
Khammam,Kusumanchi,03-Mar-23,0.0,15.7,68.4
Khammam,Kusumanchi,03-May-23,0.0,15.9,90.2
Khammam,Kusumanchi,03-Nov-23,0.0,32.3,100.0
Khammam,Kusumanchi,03-Oct-23,0.0,36.0,87.2
Khammam,Kusumanchi,03-Sep-23,0.0,20.6,86.1
Khammam,Kusumanchi,13-Mar-23,0.0,28.5,87.9
Khammam,Kusumanchi,14-Mar-23,0.0,25.2,89.6
Khammam,Kusumanchi,15-Mar-23,0.0,25.2,100.0
Khammam,Kusumanchi,16-Mar-23,0.0,31.5,100.0
Khammam,Kusumanchi,17-Mar-23,18.1,48.1,100.0
Khammam,Kusumanchi,18-Mar-23,0.0,60.5,100.0
Khammam,Kusumanchi,19-Mar-23,15.2,61.0,100.0
Khammam,Kusumanchi,20-Mar-23,0.0,53.1,100.0
Khammam,Kusumanchi,21-Mar-23,0.0,43.6,100.0
Khammam,Kusumanchi,22-Mar-23,0.0,25.9,100.0
Khammam,Kusumanchi,23-Mar-23,0.0,35.7,100.0
Khammam,Kusumanchi,24-Mar-23,0.0,39.1,100.0
Khammam,Kusumanchi,25-Mar-23,0.0,41.7,100.0
Khammam,Kusumanchi,26-Mar-23,0.0,45.1,100.0
Khammam,Kusumanchi,27-Mar-23,0.0,43.4,100.0
Khammam,Kusumanchi,28-Mar-23,0.0,41.1,100.0
Khammam,Kusumanchi,29-Mar-23,0.0,41.1,100.0
Khammam,Kusumanchi,30-Mar-23,0.0,41.1,100.0
Khammam,Kusumanchi,31-Mar-23,0.0,36.0,100.0
Khammam,Madhira,03-Apr-23,0.0,26.3,98.0
Khammam,Madhira,03-Aug-23,0.0,23.3,88.9
Khammam,Madhira,03-Dec-23,0.0,35.7,97.9
Khammam,Madhira,03-Feb-23,0.0,27.4,97.6
Khammam,Madhira,03-Jan-23,0.0,24.2,96.0
Khammam,Madhira,03-Jul-23,0.0,23.1,93.5
Khammam,Madhira,03-Jun-23,0.0,21.5,89.1
Khammam,Madhira,03-Mar-23,0.0,19.4,95.0
Khammam,Madhira,03-May-23,0.0,20.8,97.6
Khammam,Madhira,03-Nov-23,0.0,36.0,95.4
Khammam,Madhira,03-Oct-23,0.0,37.1,98.5
Khammam,Madhira,03-Sep-23,0.0,24.9,99.9
Khammam,Madhira,13-Mar-23,0.0,30.3,94.8
Khammam,Madhira,14-Mar-23,0.0,22.9,95.2
Khammam,Madhira,15-Mar-23,0.0,25.6,99.4
Khammam,Madhira,16-Mar-23,0.0,36.8,99.9
Khammam,Madhira,17-Mar-23,20.6,47.4,100.0
Khammam,Madhira,18-Mar-23,0.3,61.0,100.0
Khammam,Madhira,19-Mar-23,15.1,57.0,100.0
Khammam,Madhira,20-Mar-23,0.0,55.1,100.0
Khammam,Madhira,21-Mar-23,0.0,48.9,100.0
Khammam,Madhira,22-Mar-23,0.0,46.5,100.0
Khammam,Madhira,23-Mar-23,0.0,40.9,99.9
Khammam,Madhira,24-Mar-23,0.0,39.7,100.0
Khammam,Madhira,25-Mar-23,0.0,40.1,100.0
Khammam,Madhira,26-Mar-23,1.4,49.5,100.0
Khammam,Madhira,27-Mar-23,0.0,42.4,99.9
Khammam,Madhira,28-Mar-23,0.0,50.7,100.0
Khammam,Madhira,29-Mar-23,0.0,44.1,100.0
Khammam,Madhira,30-Mar-23,0.0,45.5,99.4
Khammam,Madhira,31-Mar-23,0.0,43.8,97.6
Khammam,Mudigonda,03-Apr-23,0.0,25.1,96.9
Khammam,Mudigonda,03-Aug-23,0.0,32.3,94.6
Khammam,Mudigonda,03-Dec-23,0.0,37.4,99.0
Khammam,Mudigonda,03-Feb-23,0.0,32.8,97.1
Khammam,Mudigonda,03-Jan-23,0.0,28.7,99.9
Khammam,Mudigonda,03-Jul-23,0.0,22.9,98.5
Khammam,Mudigonda,03-Jun-23,0.0,29.6,93.7
Khammam,Mudigonda,03-Mar-23,0.0,24.9,98.8
Khammam,Mudigonda,03-May-23,0.0,22.7,97.4
Khammam,Mudigonda,03-Nov-23,0.0,36.1,99.9
Khammam,Mudigonda,03-Oct-23,0.0,43.1,99.9
Khammam,Mudigonda,03-Sep-23,0.0,22.2,99.9
Khammam,Mudigonda,13-Mar-23,0.0,31.3,98.3
Khammam,Mudigonda,14-Mar-23,0.0,25.6,98.4
Khammam,Mudigonda,15-Mar-23,0.0,33.5,99.9
Khammam,Mudigonda,16-Mar-23,0.0,32.3,99.9
Khammam,Mudigonda,17-Mar-23,19.6,50.0,99.9
Khammam,Mudigonda,18-Mar-23,0.0,58.0,99.9
Khammam,Mudigonda,19-Mar-23,5.7,61.7,99.9
Khammam,Mudigonda,20-Mar-23,0.0,51.7,99.9
Khammam,Mudigonda,21-Mar-23,0.0,49.8,100.0
Khammam,Mudigonda,22-Mar-23,0.0,32.8,99.9
Khammam,Mudigonda,23-Mar-23,0.0,38.0,98.6
Khammam,Mudigonda,24-Mar-23,0.0,39.2,99.7
Khammam,Mudigonda,25-Mar-23,0.0,41.8,99.9
Khammam,Mudigonda,26-Mar-23,0.0,53.7,99.6
Khammam,Mudigonda,27-Mar-23,0.0,47.6,99.7
Khammam,Mudigonda,28-Mar-23,0.0,43.2,99.2
Khammam,Mudigonda,29-Mar-23,0.0,47.6,99.3
Khammam,Mudigonda,30-Mar-23,0.0,48.1,98.7
Khammam,Mudigonda,31-Mar-23,0.0,44.7,97.6
Khammam,Nelakondapalle,03-Apr-23,0.0,38.4,92.2
Khammam,Nelakondapalle,03-Aug-23,0.0,39.4,90.8
Khammam,Nelakondapalle,03-Dec-23,0.0,44.7,96.2
Khammam,Nelakondapalle,03-Feb-23,0.0,48.3,97.1
Khammam,Nelakondapalle,03-Jan-23,0.0,47.1,97.3
Khammam,Nelakondapalle,03-Jul-23,0.0,40.2,89.5
Khammam,Nelakondapalle,03-Jun-23,0.0,38.4,90.4
Khammam,Nelakondapalle,03-Mar-23,0.0,39.7,98.6
Khammam,Nelakondapalle,03-May-23,0.0,32.7,89.5
Khammam,Nelakondapalle,03-Nov-23,0.0,39.7,97.9
Khammam,Nelakondapalle,03-Oct-23,0.0,59.6,96.3
Khammam,Nelakondapalle,03-Sep-23,0.0,32.2,95.7
Khammam,Nelakondapalle,13-Mar-23,0.0,49.5,96.4
Khammam,Nelakondapalle,14-Mar-23,0.0,41.2,95.8
Khammam,Nelakondapalle,15-Mar-23,0.0,40.0,96.5
Khammam,Nelakondapalle,16-Mar-23,0.0,49.8,98.5
Khammam,Nelakondapalle,17-Mar-23,13.8,55.3,98.8
Khammam,Nelakondapalle,18-Mar-23,0.0,65.9,99.0
Khammam,Nelakondapalle,19-Mar-23,3.3,61.7,96.9
Khammam,Nelakondapalle,20-Mar-23,0.0,59.3,98.5
Khammam,Nelakondapalle,21-Mar-23,0.0,57.7,99.0
Khammam,Nelakondapalle,22-Mar-23,0.0,40.0,93.4
Khammam,Nelakondapalle,23-Mar-23,0.0,48.4,96.2
Khammam,Nelakondapalle,24-Mar-23,0.0,48.6,93.1
Khammam,Nelakondapalle,25-Mar-23,0.0,57.9,98.3
Khammam,Nelakondapalle,26-Mar-23,0.0,59.9,99.3
Khammam,Nelakondapalle,27-Mar-23,0.0,54.5,97.8
Khammam,Nelakondapalle,28-Mar-23,0.0,56.2,98.4
Khammam,Nelakondapalle,29-Mar-23,0.0,58.8,98.1
Khammam,Nelakondapalle,30-Mar-23,0.0,56.0,97.4
Khammam,Nelakondapalle,31-Mar-23,0.0,54.3,93.2
Khammam,Penuballi,03-Apr-23,0.0,21.1,81.1
Khammam,Penuballi,03-Aug-23,0.0,15.5,65.2
Khammam,Penuballi,03-Dec-23,0.0,23.6,90.1
Khammam,Penuballi,03-Feb-23,0.0,18.1,84.8
