District,Mandal,Year,Month,total_rain_mm,current_risk_level,predicted_risk_level,confidence_pct,prob_normal,prob_mild,prob_moderate,prob_severe
Rangareddy,Madgul,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Maheshwaram,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Rangareddy,Manchal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Telkapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Rangareddy,Rajendranagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Saroornagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Serilingampally,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Shabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Shamshabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Shankarpalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Rangareddy,Talakondapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Sangareddy,28,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Sangareddy,Ameenapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Sangareddy,Sangareddy,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Sangareddy,Zahirabad,2026,2,6.3,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Suryapet,Maddirala,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Mulug,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Narayanraopet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Rayapole,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Siddipet_Rural,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Siddipet_Urban,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Thoguta,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Wargal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Suryapet,Ananthagiri,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Suryapet,Atmakur_S,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Suryapet,Chilkur,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Suryapet,Chinthala Palem,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Suryapet,Chivvemla,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Suryapet,Garidepalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Suryapet,Huzur Nagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Suryapet,Jajireddigudem,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Suryapet,Kodad,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Siddipet,Nanganur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Mirdoddi,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,25,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Markook,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,26,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Anthakkapeta,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Bejjanki,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Cheriyal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Chinnakodur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Dhoolmitta,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Doultabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Dubbak,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Gajwel,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Husnabad,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Jagadevpur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Koheda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Komaravelly,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Siddipet,Kondapak,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Siddipet,Maddur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Nagarkurnool,Thimmajipeta,2026,2,0.0,NORMAL,NORMAL,99.7,99.7,0.2,0.0,0.0
Nagarkurnool,Bijinapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Nagarkurnool,Tadoor,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Narmetta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Raghunathpalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jangaon,Tharigoppula,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Zaffergadh,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,12,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,Bhupalpalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,Chityal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Jayashankar,Ghanapur_Mulug,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,Kataram,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jayashankar,Mahadevpur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jayashankar,Mogullapalle,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Jayashankar,Mutharam_Mahadevpur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jayashankar,Palmela,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,Regonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jayashankar,Tekumatla,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Jogulamba Gadwal,13,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Palakurthi,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jangaon,Lingalaghanpur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Jagtial,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jangaon,Kodakandla,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Kodimial,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Koratla,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Malial,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Mallapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Medipalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Metpalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Pegadapalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Raikal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Sarangapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Velgatoor,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jangaon,Bachannapeta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Chilpur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Devaruppala,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jangaon,Ganpur_Stn,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jangaon,Jangaon,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jogulamba Gadwal,Aiza,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Alampur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Dharur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Gadwal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Jukkal,2026,2,1.7,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Kamareddy,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Lingampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Machareddy,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Madnur,2026,2,0.2,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Kamareddy,Naga_Reddipet,2026,2,1.0,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Nasurullabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Nizamsagar,2026,2,0.6,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Pedda Kodapgal,2026,2,1.6,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Pitlam,2026,2,11.3,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Rajampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Ramareddy,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Sadasivanagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Tadwai,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Yellareddy,2026,2,2.5,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Gandhari,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Domakonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Birkoor,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Undavelli,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Ghattu,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Itikyal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Kaloor_Timmanadoddi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Maldakal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Manopad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Rajoli,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jogulamba Gadwal,Waddepalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Bichkunda,2026,2,0.5,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Kamareddy,23,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,24,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Kamareddy,25,2026,2,1.5,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Kamareddy,Banswada,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Bhiknur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Kamareddy,Bibipet,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Kathlapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Jagityal_Rural,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Ellandakunta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Utnur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Annapureddipalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Aswaraopeta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Bhadrachalam,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Burgampadu,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Bhadradri Kothagudem,Chandrugonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Chunchupally,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Dammapeta,2026,2,0.3,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Bhadradri Kothagudem,Dummugudem,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Bhadradri Kothagudem,Gundala,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Julurpad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Karakagudem,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Bhadradri Kothagudem,Kothagudem,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Bhadradri Kothagudem,Laxmidevipalli,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Manuguru,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Mulakalapalle,2026,2,0.3,MILD,MILD,99.9,0.1,99.9,0.0,0.0
Bhadradri Kothagudem,Allapalli,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Tamsi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Ibrahimpatnam,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Talamadugu,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,21,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Adilabad Rural,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Adilabad Urban,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Bazarhathnoor,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Bheempoor,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Boath,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Gadiguda,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Adilabad,Gudihathnur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Ichoda,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Adilabad,Inderavelly,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Jainad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Mavala,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Narnoor,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Adilabad,Neradigonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Adilabad,Sirikonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Palawancha,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Pinapaka,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Bhadradri Kothagudem,Sujathanagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Tekulapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Charminar,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Hyderabad,Golkonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Himayatnagar,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Hyderabad,Khairatabad,2026,2,0.7,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Hyderabad,Maredpally,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Musheerabad,2026,2,0.1,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Hyderabad,Nampally,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Hyderabad,Saidabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Secunderabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,19,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,20,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Beerpur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Buggaram,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Jagtial,Dharmapuri,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Jagtial,Gollapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Bandlaguda,2026,2,0.1,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Hyderabad,Bahadurpura,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Asifnagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Hanumakonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Bhadradri Kothagudem,Yellandu,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Atmakur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Hanumakonda,Bheemadevarapalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Damera,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Hanumakonda,Dharmasagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Elkathurthi,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Hanumakonda,Hasanparthy,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Hyderabad,Ameerpet,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Hanumakonda,Inole,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Khazipet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Parkal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Shayampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hanumakonda,Velair,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Hyderabad,Amberpet,2026,2,0.1,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Karimnagar,Choppadandi,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Karimnagar,Gangadhara,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Pentlavelli,2026,2,0.3,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Medak,Chilipched,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Kowdipalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Kulcharam,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Medak,Manoharabad,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Masaipet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Medak,2026,2,0.4,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Medak,Narsapur,2026,2,0.4,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Medak,Nizampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Papannapet,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Medak,Ramayampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Shankarampet_A,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Shankarampet_R,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Shivampet,2026,2,0.3,MILD,MILD,99.9,0.0,99.9,0.0,0.0
Medak,Tekmal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Tupran,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Yeldurthy,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Medak,Havelighanpur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.0,0.0,0.0
Medak,Chegunta,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Bellampalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medak,Alladurg,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Bhimaram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Chennur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Dandepalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Hajipur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Jaipur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mancherial,Kannepalli,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mancherial,Kasipet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Kotapalle,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mancherial,Luxettipet,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mancherial,Mancherial,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Mandamarri,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Naspur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Nennal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Tandur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mancherial,Vemanpalle,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Alwal,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Bachpalle,2026,2,0.0,NORMAL,NORMAL,99.8,99.8,0.2,0.0,0.0
Medchal-Malkajgiri,Balanagar,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Medchal-Malkajgiri,Dundigal_Gandimaisamma,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Venkatapur,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Mulugu,Venkatapuram,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Mulugu,Wazeed,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Achampet,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Amrabad,2026,2,0.4,MILD,MILD,100.0,0.0,100.0,0.0,0.0
Nagarkurnool,Balmoor,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Adilabad,20,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Charakonda,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
Nagarkurnool,Kalwakurthy,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Nagarkurnool,Kodair,2026,2,0.0,NORMAL,NORMAL,100.0,100.0,0.0,0.0,0.0
Nagarkurnool,Kollapur,2026,2,0.0,NORMAL,NORMAL,99.9,99.9,0.1,0.0,0.0
