District,Mandal,Year,Month,total_rain_mm,rain_days,max_daily_rain,avg_min_humidity,avg_max_humidity,max_dry_streak,normal_rain_mm,rain_deviation_pct,drought_risk_score,drought_risk_level,prev_month_rain,prev_month_risk_score,target_encoded
Hyderabad,Shaikpet,2024,12,18.599999999999998,8,6.3,44.08064516129032,90.69677419354838,28,7.499999999999999,148.0,30.8,MILD,3.6,61.5,0
Hyderabad,Shaikpet,2025,1,0.0,0,0.0,31.270967741935483,89.53870967741935,35,0.05,-100.0,73.1,SEVERE,18.599999999999998,30.8,3
Hyderabad,Shaikpet,2025,2,0.1,1,0.1,23.74285714285714,77.57142857142857,55,0.03333333333333333,200.0,36.7,MILD,0.0,73.1,0
Hyderabad,Shaikpet,2025,3,15.2,3,14.6,23.82903225806452,74.36129032258064,15,19.666666666666668,-22.7,31.8,MILD,0.1,36.7,0
Hyderabad,Shaikpet,2025,4,61.50000000000001,11,47.7,28.323333333333334,74.73,10,57.23333333333334,7.5,17.6,NORMAL,15.2,31.8,2
Hyderabad,Shaikpet,2025,5,71.6,13,16.6,46.40952380952381,92.44285714285714,2,84.03333333333333,-14.8,10.2,NORMAL,61.50000000000001,17.6,2
Hyderabad,Shaikpet,2025,6,26.700000000000003,15,10.3,45.81,89.755,3,81.60000000000001,-67.3,33.0,MILD,71.6,10.2,0
Hyderabad,Shaikpet,2025,7,229.9,23,41.6,55.16206896551724,94.76896551724138,2,267.2,-14.0,9.2,NORMAL,26.700000000000003,33.0,2
Hyderabad,Shaikpet,2025,8,393.4,23,83.8,59.164516129032265,97.93870967741935,5,230.4333333333333,70.7,5.6,NORMAL,229.9,9.2,2
Hyderabad,Shaikpet,2025,9,336.0,21,87.1,55.85333333333334,96.65,5,316.6333333333333,6.1,6.0,NORMAL,393.4,5.6,2
Hyderabad,Shaikpet,2025,10,97.80000000000001,16,24.5,50.567741935483866,90.36129032258064,5,49.20000000000001,98.8,7.9,NORMAL,336.0,6.0,2
Hyderabad,Shaikpet,2025,11,13.4,2,10.9,39.586666666666666,80.72333333333333,26,13.1,2.3,31.8,MILD,97.80000000000001,7.9,0
Hyderabad,Shaikpet,2025,12,0.0,0,0.0,33.400000000000006,79.11612903225806,57,7.499999999999999,-100.0,76.3,SEVERE,13.4,31.8,3
Hyderabad,Shaikpet,2026,1,0.0,0,0.0,34.980645161290326,81.21935483870968,88,0.05,-100.0,75.6,SEVERE,0.0,76.3,3
Hyderabad,Tirumalgiri,2023,1,0.0,0,0.0,43.25909090909091,85.55454545454546,22,0.25,-100.0,66.3,MODERATE,0.0,0.0,1
Hyderabad,Tirumalgiri,2023,2,0.0,0,0.0,28.694736842105264,68.22105263157896,41,0.0,0.0,39.5,MILD,0.0,66.3,0
Hyderabad,Tirumalgiri,2023,3,63.9,3,32.3,38.900000000000006,84.3,48,31.099999999999998,105.5,34.7,MILD,0.0,39.5,0
Hyderabad,Tirumalgiri,2023,4,110.2,6,50.6,36.42333333333333,75.84333333333333,18,59.166666666666664,86.3,25.2,MILD,63.9,34.7,0
Hyderabad,Tirumalgiri,2023,5,9.9,1,9.9,38.0,70.9483870967742,22,60.53333333333334,-83.6,64.2,MODERATE,110.2,25.2,1
Hyderabad,Tirumalgiri,2023,6,88.5,10,39.9,44.769999999999996,71.96333333333334,15,57.199999999999996,54.7,23.4,MILD,9.9,64.2,0
Hyderabad,Tirumalgiri,2023,7,349.5,22,79.0,72.0516129032258,90.98064516129033,2,228.66666666666666,52.8,4.7,NORMAL,88.5,23.4,2
Hyderabad,Tirumalgiri,2023,8,70.60000000000001,11,50.7,67.09032258064516,85.27741935483871,6,139.4,-49.4,30.2,MILD,349.5,4.7,0
Hyderabad,Tirumalgiri,2023,9,260.8,17,88.6,66.77333333333334,90.79666666666667,5,214.76666666666665,21.4,7.8,NORMAL,70.60000000000001,30.2,2
Hyderabad,Tirumalgiri,2023,10,0.0,0,0.0,45.05483870967742,81.4483870967742,32,52.833333333333336,-100.0,75.6,SEVERE,260.8,7.8,3
Hyderabad,Tirumalgiri,2023,11,7.7,2,7.3,55.61333333333334,86.31333333333333,39,8.200000000000001,-6.1,36.5,MILD,0.0,75.6,0
Hyderabad,Tirumalgiri,2023,12,4.6000000000000005,2,4.2,55.81935483870968,87.39354838709677,25,3.7000000000000006,24.3,28.8,MILD,7.7,36.5,0
Hyderabad,Tirumalgiri,2024,1,1.0,1,1.0,50.770967741935486,87.73225806451612,37,0.25,300.0,33.7,MILD,4.6000000000000005,28.8,0
Hyderabad,Tirumalgiri,2024,2,0.0,0,0.0,41.46551724137931,83.56551724137931,47,0.0,0.0,34.9,MILD,1.0,33.7,0
Hyderabad,Tirumalgiri,2024,3,1.7,1,1.7,35.31935483870968,74.7741935483871,63,31.099999999999998,-94.5,75.4,SEVERE,0.0,34.9,3
Hyderabad,Tirumalgiri,2024,4,9.3,3,5.5,32.76,62.89333333333333,32,59.166666666666664,-84.3,74.9,SEVERE,1.7,75.4,3
Hyderabad,Tirumalgiri,2024,5,98.0,8,48.6,41.38709677419355,76.17096774193547,16,60.53333333333334,61.9,23.1,MILD,9.3,74.9,0
Hyderabad,Tirumalgiri,2024,6,68.3,9,23.9,60.28,83.72333333333333,6,57.199999999999996,19.4,10.9,NORMAL,98.0,23.1,2
Hyderabad,Tirumalgiri,2024,7,134.1,15,32.8,76.24193548387096,90.43548387096774,4,228.66666666666666,-41.4,23.4,MILD,68.3,10.9,0
Hyderabad,Tirumalgiri,2024,8,123.9,13,52.8,72.97741935483872,90.83870967741936,6,139.4,-11.1,13.2,NORMAL,134.1,23.4,2
Hyderabad,Tirumalgiri,2024,9,178.0,13,45.2,74.68666666666667,92.56,13,214.76666666666665,-17.1,22.1,MILD,123.9,13.2,0
Hyderabad,Tirumalgiri,2024,10,60.1,8,23.5,65.94516129032257,94.9,8,52.833333333333336,13.8,9.5,NORMAL,178.0,22.1,2
Hyderabad,Tirumalgiri,2024,11,6.9,1,6.9,54.25,88.75,28,8.200000000000001,-15.9,37.7,MILD,60.1,9.5,0
Hyderabad,Tirumalgiri,2024,12,6.5,3,5.1,60.86774193548387,92.79032258064517,29,3.7000000000000006,75.7,31.2,MILD,6.9,37.7,0
Hyderabad,Tirumalgiri,2025,1,0.0,0,0.0,46.82258064516129,93.68064516129031,35,0.25,-100.0,71.9,SEVERE,6.5,31.2,3
Hyderabad,Tirumalgiri,2025,2,0.0,0,0.0,36.246428571428574,85.08571428571429,63,0.0,0.0,34.5,MILD,0.0,71.9,0
Hyderabad,Tirumalgiri,2025,3,27.7,2,25.9,35.516129032258064,82.04516129032258,68,31.099999999999998,-10.9,39.7,MILD,0.0,34.5,0
Hyderabad,Tirumalgiri,2025,4,58.0,3,54.6,40.74333333333333,78.78333333333333,12,59.166666666666664,-2.0,19.2,NORMAL,27.7,39.7,2
Hyderabad,Tirumalgiri,2025,5,73.7,8,34.5,63.666666666666664,93.88571428571429,15,60.53333333333334,21.8,16.8,NORMAL,58.0,19.2,2
Hyderabad,Tirumalgiri,2025,6,14.8,6,5.1,59.545,90.9,11,57.199999999999996,-74.1,43.4,MILD,73.7,16.8,0
Hyderabad,Tirumalgiri,2025,7,202.4,12,85.0,68.33103448275861,91.43448275862069,14,228.66666666666666,-11.5,21.2,MILD,14.8,43.4,0
Hyderabad,Tirumalgiri,2025,8,223.70000000000002,18,44.7,75.04838709677419,96.4,6,139.4,60.5,7.1,NORMAL,202.4,21.2,2
Hyderabad,Tirumalgiri,2025,9,205.5,16,66.1,70.92333333333333,95.68666666666667,6,214.76666666666665,-4.3,9.0,NORMAL,223.70000000000002,7.1,2
Hyderabad,Tirumalgiri,2025,10,98.4,11,28.5,61.87096774193548,88.60967741935484,5,52.833333333333336,86.2,8.4,NORMAL,205.5,9.0,2
Hyderabad,Tirumalgiri,2025,11,10.0,1,10.0,48.45,81.26,27,8.200000000000001,22.0,32.6,MILD,98.4,8.4,0
Hyderabad,Tirumalgiri,2025,12,0.0,0,0.0,38.248387096774195,75.58064516129032,58,3.7000000000000006,-100.0,77.3,SEVERE,10.0,32.6,3
Hyderabad,Tirumalgiri,2026,1,0.0,0,0.0,41.880645161290325,79.1258064516129,89,0.25,-100.0,76.3,SEVERE,0.0,77.3,3
Jagtial,19,2023,6,44.1,9,10.8,41.32666666666667,80.51666666666667,10,83.39999999999999,-47.1,34.7,MILD,0.0,0.0,0
Jagtial,19,2023,7,576.2,25,150.7,70.18387096774192,96.96451612903226,2,394.70000000000005,46.0,2.9,NORMAL,44.1,34.7,2
Jagtial,19,2023,8,116.9,15,64.4,66.00645161290323,97.42258064516129,5,207.26666666666668,-43.6,23.2,MILD,576.2,2.9,0
Jagtial,19,2023,9,215.9,20,45.1,70.50333333333333,99.61,3,231.86666666666667,-6.9,5.9,NORMAL,116.9,23.2,2
Jagtial,19,2023,10,0.0,0,0.0,48.73548387096774,98.43225806451613,31,33.800000000000004,-100.0,70.5,SEVERE,215.9,5.9,3
Jagtial,19,2023,11,1.2,1,1.2,49.519999999999996,95.60666666666665,57,5.2,-76.9,62.1,MODERATE,0.0,70.5,1
Jagtial,19,2023,12,3.3,2,1.8,46.23225806451613,95.15806451612903,24,2.4666666666666663,33.8,25.5,MILD,1.2,62.1,0
Jagtial,19,2024,1,0.0,0,0.0,47.96451612903226,95.33225806451614,55,0.0,0.0,31.4,MILD,3.3,25.5,0
Jagtial,19,2024,2,3.2,1,3.2,44.80344827586207,92.51034482758621,79,1.6,100.0,32.2,MILD,0.0,31.4,0
Jagtial,19,2024,3,0.8,1,0.8,42.693548387096776,89.89354838709677,24,12.25,-93.5,64.4,MODERATE,3.2,32.2,1
Jagtial,19,2024,4,0.0,0,0.0,29.46333333333333,72.98666666666666,40,1.45,-100.0,78.1,SEVERE,0.8,64.4,3
Jagtial,19,2024,5,26.2,11,14.3,32.8,79.87741935483871,46,84.05,-68.8,63.6,MODERATE,0.0,78.1,1
Jagtial,19,2024,6,143.7,11,33.9,47.2,88.19666666666667,13,83.39999999999999,72.3,16.5,NORMAL,26.2,63.6,2
Jagtial,19,2024,7,390.90000000000003,26,52.2,71.50645161290322,99.29677419354839,1,394.70000000000005,-1.0,1.6,NORMAL,143.7,16.5,2
Jagtial,19,2024,8,192.8,22,36.0,69.29677419354839,98.06129032258065,2,207.26666666666668,-7.0,5.4,NORMAL,390.90000000000003,1.6,2
Jagtial,19,2024,9,179.8,18,57.4,71.77,96.62333333333332,7,231.86666666666667,-22.5,17.0,NORMAL,192.8,5.4,2
Jagtial,19,2024,10,7.0,5,3.9,62.50645161290323,95.95806451612903,10,33.800000000000004,-79.3,42.9,MILD,179.8,17.0,0
Jagtial,19,2024,11,0.4,1,0.4,37.70666666666667,93.96000000000001,29,5.2,-92.3,67.7,MODERATE,7.0,42.9,1
Jagtial,19,2024,12,4.1,2,3.4,45.94516129032258,93.46129032258065,33,2.4666666666666663,66.2,32.0,MILD,0.4,67.7,0
Jagtial,19,2025,1,0.0,0,0.0,35.86451612903225,93.54516129032258,55,0.0,0.0,31.9,MILD,4.1,32.0,0
Jagtial,19,2025,2,0.0,0,0.0,31.814285714285713,94.96071428571429,83,1.6,-100.0,71.5,SEVERE,0.0,31.9,3
Jagtial,19,2025,3,23.7,1,23.7,34.645161290322584,92.09677419354838,104,12.25,93.5,32.4,MILD,0.0,71.5,0
Jagtial,19,2025,4,2.9,2,2.4,34.18,82.8,19,1.45,100.0,24.2,MILD,23.7,32.4,0
Jagtial,19,2025,5,141.9,12,44.5,45.75714285714285,91.55714285714286,20,84.05,68.8,22.5,MILD,2.9,24.2,0
Jagtial,19,2025,6,62.4,8,18.4,52.825,92.12,5,83.39999999999999,-25.2,17.4,NORMAL,141.9,22.5,2
Jagtial,19,2025,7,217.0,21,50.5,66.76896551724138,97.59310344827585,3,394.70000000000005,-45.0,21.7,MILD,62.4,17.4,0
Jagtial,19,2025,8,312.1,17,75.8,67.69677419354838,97.6774193548387,6,207.26666666666668,50.6,6.7,NORMAL,217.0,21.7,2
Jagtial,19,2025,9,299.9,23,54.5,65.75333333333333,98.56,3,231.86666666666667,29.3,3.4,NORMAL,312.1,6.7,2
Jagtial,19,2025,10,94.4,8,70.9,58.645161290322584,92.39354838709677,17,33.800000000000004,179.3,19.3,NORMAL,299.9,3.4,2
Jagtial,19,2025,11,14.0,3,9.1,43.36666666666667,90.47,24,5.2,169.2,26.9,MILD,94.4,19.3,0
Jagtial,19,2025,12,0.0,0,0.0,36.541935483870965,88.03548387096774,55,2.4666666666666663,-100.0,73.6,SEVERE,14.0,26.9,3
Jagtial,19,2026,1,0.0,0,0.0,41.68064516129032,90.19032258064516,86,0.0,0.0,32.9,MILD,0.0,73.6,0
Jagtial,20,2023,6,40.1,10,12.2,40.586666666666666,81.43666666666667,11,120.76666666666667,-66.8,43.3,MILD,0.0,0.0,0
Jagtial,20,2023,7,797.3,26,158.5,76.6774193548387,98.0741935483871,2,464.43333333333334,71.7,2.6,NORMAL,40.1,43.3,2
Jagtial,20,2023,8,157.9,14,85.7,75.0741935483871,99.79032258064517,7,188.5,-16.2,13.5,NORMAL,797.3,2.6,2
Jagtial,20,2023,9,315.4,18,69.5,81.11999999999999,99.95333333333333,5,277.1666666666667,13.8,5.0,NORMAL,157.9,13.5,2
Jagtial,20,2023,10,0.0,0,0.0,54.84516129032258,99.8741935483871,31,48.36666666666667,-100.0,70.0,SEVERE,315.4,5.0,3
Jagtial,20,2023,11,1.4,2,0.9,52.89,99.88000000000001,39,4.866666666666667,-71.2,58.5,MODERATE,0.0,70.0,1
Jagtial,20,2023,12,1.3,2,0.9,47.83870967741935,99.50645161290322,24,8.8,-85.2,58.2,MODERATE,1.4,58.5,1
Jagtial,20,2024,1,0.0,0,0.0,48.36774193548387,98.51290322580645,55,0.0,0.0,30.4,MILD,1.3,58.2,0
Jagtial,20,2024,2,0.0,0,0.0,40.91034482758621,95.04137931034482,84,0.0,0.0,31.5,MILD,0.0,30.4,0
Jagtial,20,2024,3,13.5,2,12.7,35.39354838709678,87.94193548387096,100,11.55,16.9,33.6,MILD,0.0,31.5,0
Jagtial,20,2024,4,2.3,5,0.7,29.44333333333333,78.22666666666667,19,7.75,-70.3,53.7,MODERATE,13.5,33.6,1
Jagtial,20,2024,5,39.6,8,23.2,30.961290322580645,79.49677419354839,14,114.5,-65.4,46.3,MODERATE,2.3,53.7,1
Jagtial,20,2024,6,217.0,15,63.5,50.35666666666667,94.49333333333334,7,120.76666666666667,79.7,8.7,NORMAL,39.6,46.3,2
Jagtial,20,2024,7,401.40000000000003,23,82.4,77.80645161290323,98.91612903225807,4,464.43333333333334,-13.6,9.8,NORMAL,217.0,8.7,2
Jagtial,20,2024,8,170.2,21,23.6,76.69354838709677,99.26129032258065,3,188.5,-9.7,7.1,NORMAL,401.40000000000003,9.8,2
Jagtial,20,2024,9,277.8,19,94.2,75.58999999999999,99.11666666666666,6,277.1666666666667,0.2,6.3,NORMAL,170.2,7.1,2
Jagtial,20,2024,10,15.3,5,13.3,62.34516129032258,97.95161290322581,10,48.36666666666667,-68.4,38.0,MILD,277.8,6.3,0
Jagtial,20,2024,11,0.0,0,0.0,43.06333333333334,95.32666666666667,39,4.866666666666667,-100.0,71.4,SEVERE,15.3,38.0,3
Jagtial,20,2024,12,25.1,8,15.8,49.33548387096774,94.50967741935484,41,8.8,185.2,31.6,MILD,0.0,71.4,0
Jagtial,20,2025,1,0.0,0,0.0,38.53548387096774,90.62258064516129,52,0.0,0.0,32.8,MILD,25.1,31.6,0
Jagtial,20,2025,2,0.0,0,0.0,31.478571428571428,84.59285714285714,80,0.0,0.0,34.6,MILD,0.0,32.8,0
Jagtial,20,2025,3,9.6,2,8.9,30.838709677419356,79.38387096774194,101,11.55,-16.9,42.9,MILD,0.0,34.6,0
Jagtial,20,2025,4,13.200000000000001,3,7.4,27.69333333333333,73.53333333333333,14,7.75,70.3,21.9,MILD,9.6,42.9,0
Jagtial,20,2025,5,189.4,13,44.2,46.12380952380953,92.29523809523809,8,114.5,65.4,10.3,NORMAL,13.200000000000001,21.9,2
Jagtial,20,2025,6,105.2,13,43.1,58.754999999999995,88.935,2,120.76666666666667,-12.9,10.5,NORMAL,189.4,10.3,2
Jagtial,20,2025,7,194.6,17,37.6,73.60000000000001,91.4793103448276,6,464.43333333333334,-58.1,31.8,MILD,105.2,10.5,0
Jagtial,20,2025,8,237.4,17,70.0,76.02903225806452,93.05806451612904,6,188.5,25.9,8.1,NORMAL,194.6,31.8,2
Jagtial,20,2025,9,238.29999999999998,21,40.2,73.72,94.94,4,277.1666666666667,-14.0,11.1,NORMAL,237.4,8.1,2
Jagtial,20,2025,10,129.79999999999998,10,87.3,61.23870967741936,88.96451612903226,12,48.36666666666667,168.4,15.3,NORMAL,238.29999999999998,11.1,2
Jagtial,20,2025,11,13.200000000000001,2,10.3,46.54333333333333,89.92333333333333,24,4.866666666666667,171.2,27.0,MILD,129.79999999999998,15.3,0
Jagtial,20,2025,12,0.0,0,0.0,40.980645161290326,86.83548387096775,55,8.8,-100.0,73.9,SEVERE,13.200000000000001,27.0,3
Jagtial,20,2026,1,0.0,0,0.0,45.45161290322581,90.64838709677419,86,0.0,0.0,32.8,MILD,0.0,73.9,0
Jagtial,Beerpur,2023,1,0.0,0,0.0,40.24545454545454,95.35454545454546,22,0.0,0.0,23.4,MILD,0.0,0.0,0
Jagtial,Beerpur,2023,2,0.0,0,0.0,23.678947368421053,88.9421052631579,41,0.0,0.0,33.3,MILD,0.0,23.4,0
Jagtial,Beerpur,2023,3,17.9,3,8.3,38.46363636363637,91.61363636363636,48,7.599999999999999,135.5,32.5,MILD,0.0,33.3,0
Jagtial,Beerpur,2023,4,26.400000000000002,6,18.5,33.056666666666665,77.12666666666668,24,8.9,196.6,30.9,MILD,17.9,32.5,0
Jagtial,Beerpur,2023,5,39.6,5,23.0,32.96774193548387,81.58387096774193,9,62.166666666666664,-36.3,29.0,MILD,26.400000000000002,30.9,0
Jagtial,Beerpur,2023,6,48.0,5,27.1,44.193333333333335,80.82666666666667,23,87.86666666666667,-45.4,46.9,MODERATE,39.6,29.0,1
Jagtial,Beerpur,2023,7,548.1,22,131.8,72.61935483870967,94.10967741935484,4,368.73333333333335,48.6,5.8,NORMAL,48.0,46.9,2
Jagtial,Beerpur,2023,8,97.5,9,47.3,69.66129032258064,93.48709677419355,10,184.53333333333333,-47.2,30.8,MILD,548.1,5.8,0
Jagtial,Beerpur,2023,9,244.7,15,71.2,71.53,94.64666666666668,7,267.03333333333336,-8.4,12.0,NORMAL,97.5,30.8,2
Jagtial,Beerpur,2023,10,0.0,0,0.0,44.76451612903226,95.97419354838709,31,29.866666666666664,-100.0,71.2,SEVERE,244.7,12.0,3
Jagtial,Beerpur,2023,11,6.6,3,3.3,45.95333333333333,96.07,54,10.133333333333333,-34.9,45.1,MODERATE,0.0,71.2,1
Jagtial,Beerpur,2023,12,0.6,1,0.6,41.145161290322584,95.9258064516129,24,9.266666666666667,-93.5,62.6,MODERATE,6.6,45.1,1
Jagtial,Beerpur,2024,1,0.0,0,0.0,43.84516129032258,99.88387096774194,55,0.0,0.0,30.0,MILD,0.6,62.6,0
Jagtial,Beerpur,2024,2,0.0,0,0.0,39.179310344827584,98.98965517241379,84,0.0,0.0,30.3,MILD,0.0,30.0,0
Jagtial,Beerpur,2024,3,0.0,0,0.0,35.538709677419355,92.35806451612903,115,7.599999999999999,-100.0,72.3,SEVERE,0.0,30.3,3
Jagtial,Beerpur,2024,4,0.3,1,0.3,27.816666666666666,75.53999999999999,127,8.9,-96.6,76.0,SEVERE,0.0,72.3,3
Jagtial,Beerpur,2024,5,29.0,4,10.6,28.41290322580645,77.8483870967742,26,62.166666666666664,-53.4,54.0,MODERATE,0.3,76.0,1
Jagtial,Beerpur,2024,6,148.8,15,30.0,44.41,84.32,9,87.86666666666667,69.3,13.7,NORMAL,29.0,54.0,2
Jagtial,Beerpur,2024,7,315.1,25,52.4,74.5741935483871,97.82903225806452,3,368.73333333333335,-14.5,9.5,NORMAL,148.8,13.7,2
Jagtial,Beerpur,2024,8,132.5,14,35.8,73.16451612903225,98.74193548387096,6,184.53333333333333,-28.2,17.7,NORMAL,315.1,9.5,2
Jagtial,Beerpur,2024,9,181.1,16,80.0,70.76666666666667,98.73666666666666,9,267.03333333333336,-32.2,22.3,MILD,132.5,17.7,0
Jagtial,Beerpur,2024,10,9.5,3,4.5,57.54838709677419,97.96774193548387,18,29.866666666666664,-68.2,45.9,MODERATE,181.1,22.3,1
Jagtial,Beerpur,2024,11,9.3,1,9.3,38.21,94.55666666666667,29,10.133333333333333,-8.2,33.9,MILD,9.5,45.9,0
Jagtial,Beerpur,2024,12,27.2,3,22.7,43.903225806451616,90.48709677419355,23,9.266666666666667,193.5,25.9,MILD,9.3,33.9,0
Jagtial,Beerpur,2025,1,0.0,0,0.0,38.49032258064516,90.93225806451613,54,0.0,0.0,32.7,MILD,27.2,25.9,0
Jagtial,Beerpur,2025,2,0.0,0,0.0,31.832142857142856,89.21071428571429,82,0.0,0.0,33.2,MILD,0.0,32.7,0
Jagtial,Beerpur,2025,3,4.9,2,4.5,36.725806451612904,83.80322580645162,103,7.599999999999999,-35.5,49.1,MODERATE,0.0,33.2,1
Jagtial,Beerpur,2025,4,0.0,0,0.0,39.733333333333334,70.21333333333334,37,8.9,-100.0,78.9,SEVERE,4.9,49.1,3
Jagtial,Beerpur,2025,5,117.89999999999999,8,43.8,44.05714285714286,80.72857142857143,5,62.166666666666664,89.7,10.8,NORMAL,0.0,78.9,2
Jagtial,Beerpur,2025,6,66.8,10,30.3,49.605000000000004,83.78,3,87.86666666666667,-24.0,17.5,NORMAL,117.89999999999999,10.8,2
Jagtial,Beerpur,2025,7,243.0,23,53.1,62.44137931034483,88.67241379310344,4,368.73333333333335,-34.1,21.0,MILD,66.8,17.5,0
Jagtial,Beerpur,2025,8,323.6,17,67.0,62.76451612903226,89.70967741935483,5,184.53333333333333,75.4,8.1,NORMAL,243.0,21.0,2
Jagtial,Beerpur,2025,9,375.3,22,55.3,60.99,95.13000000000001,3,267.03333333333336,40.5,4.5,NORMAL,323.6,8.1,2
Jagtial,Beerpur,2025,10,80.1,10,38.2,61.36451612903225,92.12903225806451,16,29.866666666666664,168.2,18.4,NORMAL,375.3,4.5,2
Jagtial,Beerpur,2025,11,14.5,2,9.8,47.559999999999995,93.60666666666665,24,10.133333333333333,43.1,25.9,MILD,80.1,18.4,0
Jagtial,Beerpur,2025,12,0.0,0,0.0,36.92580645161291,91.06129032258065,55,9.266666666666667,-100.0,72.7,SEVERE,14.5,25.9,3
Jagtial,Beerpur,2026,1,0.0,0,0.0,39.225806451612904,86.71935483870968,86,0.0,0.0,34.0,MILD,0.0,72.7,0
Jagtial,Buggaram,2023,1,0.0,0,0.0,45.16818181818182,99.5090909090909,22,0.0,0.0,22.1,MILD,0.0,0.0,0
Jagtial,Buggaram,2023,2,0.0,0,0.0,23.0,96.25263157894737,41,0.0,0.0,31.1,MILD,0.0,22.1,0
Jagtial,Buggaram,2023,3,26.3,3,20.8,48.36818181818182,98.42727272727274,48,18.400000000000002,42.9,30.5,MILD,0.0,31.1,0
Jagtial,Buggaram,2023,4,26.0,2,18.5,35.07333333333334,87.29666666666667,36,15.433333333333332,68.5,33.8,MILD,26.3,30.5,0
Jagtial,Buggaram,2023,5,75.6,3,43.8,29.23548387096774,80.93225806451613,14,83.1,-9.0,23.3,MILD,26.0,33.8,0
Jagtial,Buggaram,2023,6,55.2,6,36.4,40.64,75.07,22,79.69999999999999,-30.7,41.8,MILD,75.6,23.3,0
Jagtial,Buggaram,2023,7,596.8000000000001,22,136.9,83.89354838709677,99.3741935483871,6,360.4666666666667,65.6,6.2,NORMAL,55.2,41.8,2
Jagtial,Buggaram,2023,8,83.8,8,55.0,82.02903225806452,99.74838709677418,7,224.0666666666667,-62.6,32.1,MILD,596.8000000000001,6.2,0
Jagtial,Buggaram,2023,9,231.10000000000002,15,74.2,83.06666666666666,99.88666666666667,5,236.86666666666667,-2.4,6.0,NORMAL,83.8,32.1,2
Jagtial,Buggaram,2023,10,0.0,0,0.0,53.10645161290322,99.66774193548386,31,40.166666666666664,-100.0,70.1,SEVERE,231.10000000000002,6.0,3
Jagtial,Buggaram,2023,11,4.5,1,4.5,51.21333333333334,99.53,57,6.8,-33.8,43.7,MILD,0.0,70.1,0
Jagtial,Buggaram,2023,12,5.0,2,2.6,49.18064516129032,99.26774193548388,24,2.3000000000000003,117.4,24.2,MILD,4.5,43.7,0
Jagtial,Buggaram,2024,1,0.0,0,0.0,54.519354838709674,98.8258064516129,55,0.0,0.0,30.4,MILD,5.0,24.2,0
Jagtial,Buggaram,2024,2,0.0,0,0.0,48.5103448275862,97.44137931034483,84,0.0,0.0,30.8,MILD,0.0,30.4,0
Jagtial,Buggaram,2024,3,0.5,1,0.5,43.44193548387097,95.27741935483871,104,18.400000000000002,-97.3,70.3,SEVERE,0.0,30.8,3
Jagtial,Buggaram,2024,4,0.0,0,0.0,28.426666666666666,76.15,40,15.433333333333332,-100.0,77.2,SEVERE,0.5,70.3,3
Jagtial,Buggaram,2024,5,39.5,3,22.4,31.09032258064516,79.21935483870968,56,83.1,-52.5,57.2,MODERATE,0.0,77.2,1
Jagtial,Buggaram,2024,6,134.6,12,26.2,50.47,93.79666666666667,8,79.69999999999999,68.9,9.9,NORMAL,39.5,57.2,2
Jagtial,Buggaram,2024,7,298.1,25,59.9,76.33225806451614,97.46451612903226,2,360.4666666666667,-17.3,9.7,NORMAL,134.6,9.9,2
Jagtial,Buggaram,2024,8,150.4,14,41.8,75.80000000000001,96.79354838709678,6,224.0666666666667,-32.9,20.1,MILD,298.1,9.7,0
Jagtial,Buggaram,2024,9,208.7,14,97.8,78.03333333333333,98.59333333333333,10,236.86666666666667,-11.9,15.2,NORMAL,150.4,20.1,2
Jagtial,Buggaram,2024,10,6.2,1,6.2,63.696774193548386,99.51290322580645,19,40.166666666666664,-84.6,53.0,MODERATE,208.7,15.2,1
Jagtial,Buggaram,2024,11,5.0,1,5.0,37.84,94.86333333333333,29,6.8,-26.5,41.1,MILD,6.2,53.0,0
Jagtial,Buggaram,2024,12,1.9,2,1.5,47.61612903225806,94.66451612903225,31,2.3000000000000003,-17.4,38.6,MILD,5.0,41.1,0
Jagtial,Buggaram,2025,1,0.0,0,0.0,38.78387096774193,96.01935483870967,55,0.0,0.0,31.2,MILD,1.9,38.6,0
Jagtial,Buggaram,2025,2,0.0,0,0.0,33.4,96.62857142857142,83,0.0,0.0,31.0,MILD,0.0,31.2,0
Jagtial,Buggaram,2025,3,28.4,1,28.4,33.96451612903226,87.6,104,18.400000000000002,54.3,33.7,MILD,0.0,31.0,0
Jagtial,Buggaram,2025,4,20.3,3,15.6,32.486666666666665,82.68,14,15.433333333333332,31.5,19.2,NORMAL,28.4,33.7,2
Jagtial,Buggaram,2025,5,134.2,11,54.9,49.74285714285714,91.31428571428572,6,83.1,61.5,8.6,NORMAL,20.3,19.2,2
Jagtial,Buggaram,2025,6,49.3,10,15.3,58.175,90.87,6,79.69999999999999,-38.1,24.0,MILD,134.2,8.6,0
Jagtial,Buggaram,2025,7,186.5,20,54.0,79.81724137931033,98.8,5,360.4666666666667,-48.3,24.7,MILD,49.3,24.0,0
Jagtial,Buggaram,2025,8,438.0,17,111.2,76.74193548387096,99.24838709677418,6,224.0666666666667,95.5,6.2,NORMAL,186.5,24.7,2
Jagtial,Buggaram,2025,9,270.8,19,71.5,74.47333333333333,99.29333333333334,3,236.86666666666667,14.3,3.2,NORMAL,438.0,6.2,2
Jagtial,Buggaram,2025,10,114.3,12,68.3,66.12903225806451,93.63548387096773,15,40.166666666666664,184.6,16.9,NORMAL,270.8,3.2,2
